
PKST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,PrecipitationCm, CloudCover, Events,WindDirDegrees
2009-7-1,34,28,23,23,21,18,88,65,43,1002,999,997,7,5,2,34,11,,0.00,4,Rain-Thunderstorm,140
2009-7-2,35,30,26,23,20,15,83,59,39,1000,998,996,5,5,3,24,8,,0.00,3,,186
2009-7-3,37,31,25,21,17,13,74,46,25,1001,998,997,6,5,4,24,8,,0.00,2,,345
2009-7-4,38,31,25,17,14,10,57,35,22,1000,999,997,6,5,4,26,8,,0.00,2,,336
2009-7-5,40,33,27,16,13,8,48,30,14,1001,999,996,6,5,4,21,10,,0.00,0,,289
2009-7-6,42,34,27,20,16,10,65,36,15,1000,998,995,7,6,4,16,8,,0.00,0,,266
2009-7-7,43,36,29,21,17,13,58,34,17,999,997,994,7,6,4,21,10,,0.00,0,,230
2009-7-8,41,34,29,24,21,18,62,47,30,999,997,994,6,5,3,35,14,,0.00,0,,136
2009-7-9,34,28,23,22,20,16,78,60,41,1003,999,997,6,4,1,39,16,,0.00,2,Rain-Thunderstorm,92
2009-7-10,37,31,26,24,22,2,83,64,12,1002,1001,999,6,4,3,32,11,,0.00,2,,110
2009-7-11,37,32,27,23,22,20,79,59,37,1003,1001,998,6,5,4,23,10,,0.00,2,Thunderstorm,120
2009-7-12,38,33,28,25,23,22,84,57,39,1000,997,993,5,4,4,16,10,,0.00,2,,147
2009-7-13,39,31,24,24,21,2,83,61,10,998,996,993,6,5,0,74,18,109,0.00,4,Rain-Thunderstorm,107
2009-7-14,32,28,25,23,22,21,83,68,52,1001,999,997,5,4,4,14,10,,0.00,4,Thunderstorm,56
2009-7-15,38,32,26,23,22,19,83,59,33,1000,998,996,7,5,1,23,6,,0.00,1,,59
2009-7-16,38,32,27,24,22,20,84,58,35,1002,999,996,7,5,3,13,8,,0.00,1,,104
2009-7-17,39,34,29,25,23,21,74,54,35,998,996,994,5,5,4,21,8,,0.00,2,,170
2009-7-18,37,31,25,25,22,20,78,58,42,1001,999,996,6,5,1,37,18,,0.00,3,,97
2009-7-19,39,36,32,25,23,22,63,49,37,999,996,995,5,5,5,16,11,,0.00,2,,163
2009-7-20,38,33,29,26,24,22,84,60,42,999,997,996,5,4,3,111,13,,0.00,4,Rain-Thunderstorm,180
2009-7-21,37,31,25,25,22,20,84,61,37,1003,1000,997,7,5,4,37,11,,0.00,3,Thunderstorm,96
2009-7-22,35,29,23,25,23,21,88,65,47,1002,1000,997,5,4,1,37,14,,0.00,4,Rain-Thunderstorm,107
2009-7-23,30,27,24,25,23,22,89,79,62,1003,1000,999,6,4,1,26,10,,0.00,4,Rain-Thunderstorm,62
2009-7-24,31,28,26,24,23,22,84,75,58,1002,1001,1000,6,5,4,16,8,,0.00,3,,58
2009-7-25,35,30,26,25,23,22,89,68,47,1002,1000,998,6,5,3,13,6,,0.00,2,,119
2009-7-26,38,33,28,25,24,22,84,61,42,999,996,993,6,5,4,21,6,,0.00,2,Rain-Thunderstorm,204
2009-7-27,38,32,27,25,23,21,79,67,42,995,994,992,5,5,3,26,10,,0.00,3,Thunderstorm,100
2009-7-28,31,28,26,24,23,22,83,74,58,998,995,992,4,4,3,24,14,,0.00,5,Thunderstorm,123
2009-7-29,31,26,22,24,22,19,88,75,58,1001,998,996,5,4,2,27,11,,0.00,4,Rain-Thunderstorm,120
2009-7-30,35,29,24,25,23,21,89,71,52,1002,1000,999,6,5,4,16,8,,0.00,3,Thunderstorm,116
2009-7-31,36,30,25,25,22,20,84,64,44,1001,999,998,6,5,3,21,10,,0.00,3,Rain-Thunderstorm,144
<!-- 0.206:0 -->
