
PKT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,PrecipitationCm, CloudCover, Events,WindDirDegrees
2004-7-1,41,34,29,24,21,20,66,47,30,999,998,996,7,6,5,19,8,,0.00,0,,214
2004-7-2,41,36,30,24,22,16,66,43,27,999,997,995,6,5,4,21,6,,0.00,1,,204
2004-7-3,40,34,29,25,22,20,70,49,33,998,997,995,6,5,5,19,8,,0.00,1,,127
2004-7-4,37,33,29,26,25,24,79,61,47,1001,999,997,6,5,4,23,14,,0.00,1,,125
2004-7-5,38,34,30,27,25,22,84,64,42,1001,999,997,6,5,4,32,14,,0.00,2,Thunderstorm,114
2004-7-6,38,34,30,27,25,18,79,60,44,1001,998,995,7,6,5,23,11,,0.00,2,,144
2004-7-7,40,35,30,26,23,21,75,52,33,998,996,995,6,5,3,27,13,,0.00,1,,157
2004-7-8,38,34,28,26,23,20,75,56,35,999,996,994,6,3,2,37,18,,0.00,0,,183
2004-7-9,33,28,23,26,22,20,83,70,55,1000,998,996,10,6,1,64,19,,0.00,3,Rain,115
2004-7-10,37,32,28,25,23,22,79,62,42,998,996,995,6,5,3,14,5,,0.00,3,,57
2004-7-11,39,34,27,27,24,20,84,59,40,998,996,994,5,4,3,39,8,,0.00,4,Thunderstorm,161
2004-7-12,34,30,26,25,22,19,78,61,46,1000,998,996,6,5,3,23,13,,0.00,3,Rain,77
2004-7-13,38,32,26,26,23,22,84,61,39,1001,998,996,7,4,3,27,10,,0.00,2,Thunderstorm,188
2004-7-14,37,30,24,25,23,19,83,63,47,1000,998,996,6,6,4,27,13,,0.00,3,Thunderstorm,75
2004-7-15,38,34,30,26,23,12,79,57,26,999,998,996,6,6,3,29,8,,0.00,2,,107
2004-7-16,31,26,22,25,23,21,94,78,70,1004,1000,999,8,6,1,42,14,,0.00,4,Rain-Thunderstorm,98
2004-7-17,36,31,26,25,24,23,89,70,47,1002,1000,997,6,6,4,171,11,,0.00,1,,103
2004-7-18,37,32,28,25,24,22,79,62,42,999,998,995,5,5,4,16,3,,0.00,2,,293
2004-7-19,35,31,27,25,22,19,79,62,39,999,996,995,6,5,3,47,6,,0.00,2,Rain,153
2004-7-20,38,32,26,27,22,19,94,63,39,998,997,995,6,5,1,37,10,,0.00,3,Rain-Thunderstorm,70
2004-7-21,37,30,24,25,21,19,83,58,35,999,998,996,7,6,5,13,5,,0.00,1,,247
2004-7-22,38,32,27,26,23,19,89,58,35,1000,999,998,6,5,3,13,2,,0.00,1,,153
2004-7-23,38,33,28,25,23,20,74,56,41,1004,1001,1000,7,6,4,27,5,,0.00,1,,117
2004-7-24,40,34,29,25,23,19,70,52,31,1002,1000,998,6,5,4,16,6,,0.00,1,,190
2004-7-25,38,33,29,26,25,22,84,63,47,1001,999,996,6,5,4,19,10,,0.00,3,,139
2004-7-26,37,32,28,28,26,24,79,68,56,1000,998,995,6,5,4,21,16,,0.00,2,,131
2004-7-27,34,31,29,29,26,25,84,74,59,1000,998,996,6,5,3,27,14,,0.00,5,,124
2004-7-28,36,31,27,27,26,24,89,72,53,1000,998,997,6,5,2,23,14,,0.00,3,,120
2004-7-29,34,31,28,28,26,23,84,73,52,1002,1000,999,7,5,4,26,18,,0.00,4,,126
2004-7-30,30,27,24,25,24,22,94,80,74,1005,1002,999,7,6,1,37,16,,0.00,5,Rain-Thunderstorm,121
2004-7-31,32,27,23,27,24,21,89,78,66,1003,1001,998,6,5,4,19,10,,0.00,5,Thunderstorm,111
<!-- 0.207:0 -->
