
PKT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,PrecipitationCm, CloudCover, Events,WindDirDegrees
2006-2-1,24,16,8,10,8,5,88,65,29,1022,1020,1019,4,3,1,13,3,,0.00,4,,344
2006-2-2,26,17,8,9,6,3,93,58,23,1021,1019,1017,6,3,1,21,8,,0.00,1,,276
2006-2-3,27,17,8,9,5,1,82,50,18,1021,1019,1018,6,5,2,26,8,,0.00,0,,281
2006-2-4,27,17,8,7,4,-1,76,47,16,1020,1018,1016,5,4,3,23,8,,0.00,0,,270
2006-2-5,28,18,8,9,5,-1,81,51,15,1017,1016,1014,5,4,2,13,8,,0.00,2,,281
2006-2-6,23,16,9,13,9,5,88,67,33,1019,1016,1015,4,4,1,21,5,,0.00,4,,126
2006-2-7,24,17,10,11,9,6,94,67,31,1017,1015,1014,5,4,1,11,5,,0.00,3,,49
2006-2-8,26,17,8,11,8,4,93,62,24,1019,1017,1016,5,4,1,16,5,,0.00,0,,22
2006-2-9,28,18,8,10,7,3,87,57,20,1021,1019,1018,5,4,1,11,3,,0.00,0,,303
2006-2-10,28,18,9,10,8,2,88,59,19,1020,1018,1015,5,4,1,21,3,,0.00,1,,276
2006-2-11,27,18,9,13,9,7,93,66,28,1017,1015,1013,4,3,1,16,3,,0.00,1,,157
2006-2-12,27,18,10,14,11,7,94,69,30,1017,1015,1013,5,3,1,11,5,,0.00,2,,71
2006-2-13,29,20,11,14,11,7,94,65,25,1016,1014,1012,4,3,1,14,3,,0.00,4,,329
2006-2-14,27,19,12,13,11,7,88,60,28,1013,1010,1007,4,3,1,16,5,,0.00,4,,268
2006-2-15,26,20,14,14,13,11,94,71,44,1010,1008,1006,4,3,0,14,5,,0.00,2,Fog,13
2006-2-16,28,20,12,13,11,9,88,64,32,1012,1010,1008,5,4,1,14,5,,0.00,2,,347
2006-2-17,28,21,14,13,10,6,82,54,25,1014,1012,1011,4,4,3,14,8,,0.00,4,,302
2006-2-18,27,21,15,13,11,7,82,57,28,1016,1014,1012,5,4,2,16,3,,0.00,5,,279
2006-2-19,29,20,12,13,11,9,88,64,29,1015,1013,1012,4,4,1,14,2,,0.00,3,,302
2006-2-20,30,22,15,14,12,8,82,57,27,1015,1013,1012,5,4,3,19,6,,0.00,2,,314
2006-2-21,30,22,15,12,8,1,77,45,16,1014,1013,1011,6,5,3,16,10,,0.00,2,,311
2006-2-22,24,18,13,12,10,7,82,66,43,1013,1012,1011,5,4,1,39,8,,0.00,4,Rain,341
2006-2-23,29,20,12,13,11,8,94,62,27,1015,1013,1012,5,5,3,16,5,,0.00,2,,291
2006-2-24,31,21,12,12,9,6,77,51,22,1014,1012,1010,5,5,3,76,8,,0.00,2,,319
2006-2-25,30,21,13,14,10,4,77,56,20,1012,1011,1009,5,4,3,40,6,,0.00,4,Rain-Thunderstorm,350
2006-2-26,27,20,13,14,11,8,88,65,34,1013,1011,1009,6,5,1,37,10,,0.00,4,Rain-Thunderstorm,21
2006-2-27,25,18,10,12,11,9,94,69,39,1016,1013,1012,7,5,4,19,10,,0.00,0,,303
2006-2-28,27,19,11,11,8,6,82,57,26,1014,1012,1011,6,5,4,187,13,,0.00,0,,279
<!-- 0.180:0 -->
