
PKT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,PrecipitationCm, CloudCover, Events,WindDirDegrees
1998-6-1,41,34,29,17,14,11,45,30,17,1005,1003,1001,8,6,3,19,8,,0.00,3,Rain-Thunderstorm,302
1998-6-2,43,36,29,16,13,8,45,26,12,1002,1000,998,8,7,3,27,6,,0.00,2,Rain,295
1998-6-3,40,34,29,18,14,12,43,32,20,1003,1001,998,8,6,3,27,13,,0.00,2,Thunderstorm,248
1998-6-4,41,34,29,21,16,11,55,34,21,1005,1002,1001,7,7,6,19,6,,0.00,2,,24
1998-6-5,41,33,25,17,13,9,61,30,14,1004,1002,1000,9,7,3,26,5,,0.00,1,,17
1998-6-6,41,33,26,18,15,10,58,35,16,1004,1001,1000,10,6,3,19,6,,0.00,2,,8
1998-6-7,42,36,29,20,15,11,55,32,17,1002,1000,998,10,7,3,27,8,,0.00,1,,294
1998-6-8,40,35,30,19,16,13,46,33,22,1002,1000,998,6,5,2,19,10,,0.00,3,,235
1998-6-9,40,34,29,21,16,11,46,35,17,1001,999,997,4,4,4,14,11,,0.00,5,,287
1998-6-10,33,29,25,23,21,17,74,59,49,1000,998,997,6,5,3,19,11,,0.00,6,Rain,180
1998-6-11,33,28,23,24,21,19,83,69,43,1004,1000,998,8,6,5,24,8,,0.00,2,Rain-Thunderstorm,101
1998-6-12,31,24,19,22,19,17,88,72,51,1006,1004,1003,10,7,5,34,18,,0.00,4,Rain-Thunderstorm,355
1998-6-13,36,30,25,21,20,18,74,59,36,1004,1002,1001,8,7,6,19,6,,0.00,4,,317
1998-6-14,38,31,25,23,19,16,69,48,27,1006,1004,1003,8,6,3,19,6,,0.00,1,,304
1998-6-15,40,32,25,20,17,11,74,44,17,1007,1005,1002,8,6,3,13,3,,0.00,1,,322
1998-6-16,41,33,26,26,19,14,70,45,22,1005,1002,999,8,6,2,24,5,,0.00,1,,291
1998-6-17,36,31,27,24,23,22,84,66,47,1002,1001,1000,8,7,5,23,13,,0.00,1,,130
1998-6-18,40,33,27,25,20,14,84,51,21,1002,1000,998,8,7,6,21,10,,0.00,0,,321
1998-6-19,43,36,29,22,19,16,66,36,21,1001,999,997,6,6,4,19,10,,0.00,0,,273
1998-6-20,45,38,31,25,21,18,55,39,22,998,995,993,7,6,3,19,6,,0.00,0,,271
1998-6-21,45,36,27,23,18,10,61,36,13,994,993,992,8,6,5,19,6,,0.00,0,,164
1998-6-22,41,34,29,29,23,17,71,50,36,998,995,993,6,5,3,19,13,,0.00,0,Thunderstorm,103
1998-6-23,41,34,29,23,18,14,66,38,20,998,996,994,8,6,5,21,10,,0.00,1,Thunderstorm,320
1998-6-24,41,36,32,23,21,15,55,40,22,998,996,995,6,5,3,11,6,,0.00,2,,238
1998-6-25,43,36,28,23,19,13,62,39,18,998,995,993,7,5,3,14,3,,0.00,0,,291
1998-6-26,44,37,30,21,18,13,58,35,17,996,994,992,8,6,3,14,3,,0.00,0,,237
1998-6-27,42,36,30,28,23,20,66,50,30,996,994,993,7,6,1,37,10,,0.00,1,Thunderstorm,129
1998-6-28,36,33,30,26,23,20,70,56,41,1000,998,996,8,6,5,34,18,,0.00,2,,106
1998-6-29,38,33,29,27,26,24,79,63,47,999,997,996,8,7,5,27,14,,0.00,4,,117
1998-6-30,35,32,29,26,24,21,79,65,52,999,997,994,10,7,5,27,13,,0.00,4,,118
<!-- 0.191:0 -->
