
PKT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,PrecipitationCm, CloudCover, Events,WindDirDegrees
2006-6-1,41,32,24,19,13,6,73,36,12,1003,1000,997,7,6,4,26,11,,0.00,2,,352
2006-6-2,40,33,26,17,15,8,54,37,14,1000,998,995,6,5,3,26,6,,0.00,1,Thunderstorm,157
2006-6-3,38,31,25,20,13,8,57,32,19,1001,999,995,6,5,4,37,13,,0.00,4,Thunderstorm,57
2006-6-4,38,30,22,20,18,14,73,47,24,1011,1000,997,7,6,2,37,14,,0.00,3,Rain-Thunderstorm,125
2006-6-5,36,29,23,19,16,11,69,46,22,1004,1001,999,7,6,4,24,14,,0.00,3,Rain-Thunderstorm,317
2006-6-6,40,32,25,19,13,9,61,34,16,1002,1000,998,7,5,4,16,6,,0.00,1,,275
2006-6-7,43,36,29,18,12,8,38,28,14,1003,1001,999,6,3,1,26,16,,0.00,3,,269
2006-6-8,41,33,25,14,9,6,50,24,12,1003,1001,999,7,5,4,21,11,,0.00,0,,282
2006-6-9,43,34,27,14,9,2,42,22,8,1001,999,997,7,5,4,16,10,,0.00,0,,256
2006-6-10,43,34,26,15,7,-2,47,22,7,999,998,996,7,5,3,21,5,,0.00,0,,227
2006-6-11,43,34,25,12,6,-5,44,19,5,999,998,997,7,5,3,21,6,,0.00,0,,189
2006-6-12,41,33,27,14,11,8,39,26,15,1001,999,997,6,4,1,34,8,,0.00,2,,148
2006-6-13,38,32,26,15,12,8,47,29,19,1003,1001,1000,6,5,4,32,16,,0.00,3,Rain-Thunderstorm,156
2006-6-14,39,33,27,16,13,11,45,30,18,1005,1003,1001,5,5,4,14,10,,0.00,1,,253
2006-6-15,39,33,27,19,13,9,55,33,17,1005,1003,1001,6,5,3,32,11,,0.00,3,,290
2006-6-16,28,24,21,20,18,17,83,72,54,1006,1004,1001,7,5,5,27,13,,0.00,4,Rain-Thunderstorm,93
2006-6-17,33,27,22,19,18,15,83,61,36,1009,1006,1003,7,5,3,24,8,,0.00,3,,216
2006-6-18,35,29,23,20,17,14,83,50,30,1007,1005,1002,6,5,0,61,6,,0.00,2,Thunderstorm,272
2006-6-19,33,27,22,20,14,9,78,47,23,1008,1005,1003,7,6,4,37,14,,0.00,5,Rain-Thunderstorm,140
2006-6-20,38,28,19,18,14,10,78,40,18,1006,1004,1002,7,5,2,14,5,,0.00,0,,205
2006-6-21,39,32,25,20,16,11,69,39,20,1007,1004,1001,7,5,3,14,5,,0.00,0,,174
2006-6-22,40,33,27,19,16,14,61,37,21,1005,1002,999,6,5,3,16,6,,0.00,0,,213
2006-6-23,40,34,29,21,18,14,58,38,21,1004,1001,999,6,5,3,19,8,,0.00,1,,171
2006-6-24,40,34,28,23,21,19,70,48,29,1003,1001,998,6,5,4,29,11,,0.00,1,,139
2006-6-25,32,29,26,23,21,19,74,63,49,1006,1002,999,6,5,3,32,14,,0.00,3,Rain-Thunderstorm,89
2006-6-26,38,30,23,24,22,15,84,57,37,1005,1001,997,6,5,1,16,10,,0.00,1,,113
2006-6-27,31,26,22,25,22,19,89,78,55,1004,999,997,6,4,1,55,16,,0.00,4,Rain-Thunderstorm,92
2006-6-28,35,30,25,25,23,20,89,66,46,1001,999,997,6,5,1,13,6,,0.00,1,,134
2006-6-29,33,28,23,26,22,18,84,66,41,1003,999,996,7,5,3,42,8,,0.00,2,Rain-Thunderstorm,102
2006-6-30,34,30,26,24,23,20,89,67,49,1000,999,997,5,4,2,16,10,,0.00,3,,124
<!-- 0.195:0 -->
