
PKT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,PrecipitationCm, CloudCover, Events,WindDirDegrees
2006-10-1,34,27,20,20,17,15,83,59,32,1011,1009,1008,5,5,3,16,8,,0.00,0,,318
2006-10-2,35,28,20,20,18,14,88,60,28,1009,1008,1006,6,5,3,11,3,,0.00,0,,262
2006-10-3,38,29,21,19,18,16,83,60,32,1009,1007,1005,6,5,4,13,3,,0.00,0,,234
2006-10-4,35,28,21,20,18,16,88,60,34,1009,1006,1005,6,5,3,13,3,,0.00,0,,249
2006-10-5,36,28,20,18,17,13,83,57,26,1006,1004,1002,6,5,2,11,5,,0.00,0,,226
2006-10-6,36,27,18,20,17,11,83,57,23,1006,1004,1002,5,4,2,11,3,,0.00,0,,51
2006-10-7,35,28,21,20,18,14,83,61,28,1008,1006,1004,4,4,1,10,2,,0.00,0,,45
2006-10-8,37,28,20,21,18,16,88,60,32,1010,1008,1005,5,4,2,11,2,,0.00,0,,193
2006-10-9,35,28,21,22,18,14,88,61,28,1012,1010,1009,6,5,1,13,5,,0.00,0,,243
2006-10-10,33,27,21,21,17,13,83,60,29,1013,1011,1010,7,5,3,19,5,,0.00,0,,247
2006-10-11,34,27,20,20,17,12,83,60,34,1014,1012,1010,6,5,3,19,5,,0.00,0,,238
2006-10-12,35,28,20,19,17,15,83,57,32,1012,1011,1009,6,5,2,13,5,,0.00,0,,163
2006-10-13,35,27,18,23,16,13,88,62,36,1019,1014,1011,5,4,0,61,16,84,0.00,4,Rain-Thunderstorm,80
2006-10-14,30,23,17,18,16,14,88,66,40,1019,1016,1014,6,5,4,26,10,,0.00,1,Thunderstorm,329
2006-10-15,31,24,18,18,17,12,88,66,35,1017,1015,1014,5,4,3,14,5,,0.00,1,,294
2006-10-16,31,24,19,18,16,13,88,63,33,1016,1014,1013,6,5,3,13,5,,0.00,0,,285
2006-10-17,32,24,18,19,17,14,88,68,35,1016,1014,1013,6,4,1,11,2,,0.00,1,,249
2006-10-18,32,24,18,20,17,13,88,64,33,1015,1012,1010,6,5,2,10,3,,0.00,1,,74
2006-10-19,31,23,17,18,16,12,88,63,40,1016,1011,1009,4,3,1,39,11,,0.00,3,Rain-Thunderstorm,69
2006-10-20,22,19,16,17,15,14,94,85,68,1019,1017,1014,7,5,3,24,13,,0.00,6,Rain-Thunderstorm,12
2006-10-21,26,21,16,17,15,14,94,78,51,1019,1016,1014,5,4,0,10,3,,0.00,3,Fog,325
2006-10-22,27,21,16,18,16,14,88,73,45,1018,1016,1015,5,4,2,10,6,,0.00,1,,52
2006-10-23,28,22,16,17,16,12,88,71,39,1020,1017,1016,5,3,1,10,3,,0.00,0,,91
2006-10-24,27,21,16,19,17,15,94,77,51,1019,1018,1016,4,2,1,10,2,,0.00,1,,293
2006-10-25,29,23,17,19,17,14,94,74,40,1020,1018,1012,4,3,1,13,3,,0.00,1,,299
2006-10-26,29,23,17,18,16,13,88,70,39,1019,1017,1016,5,4,2,19,3,,0.00,3,,296
2006-10-27,30,23,16,18,15,11,94,68,31,1020,1017,1016,5,4,3,10,2,,0.00,1,,339
2006-10-28,30,23,16,19,16,14,94,73,40,1018,1016,1015,4,3,1,8,2,,0.00,1,,221
2006-10-29,30,23,16,19,16,0,94,70,19,1019,1016,1014,6,4,1,13,2,,0.00,0,,267
2006-10-30,29,22,16,19,16,15,94,73,42,1017,1015,1013,4,4,1,11,2,,0.00,0,,271
2006-10-31,29,23,17,19,17,15,94,72,42,1018,1016,1013,4,3,1,8,2,,0.00,1,,319
<!-- 0.223:0 -->
