
PKT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,PrecipitationCm, CloudCover, Events,WindDirDegrees
2006-1-1,14,12,10,8,7,4,87,72,51,1020,1018,1016,4,2,2,19,10,,0.00,6,Rain-Thunderstorm,9
2006-1-2,14,11,8,11,9,7,94,89,82,1016,1015,1013,4,2,0,16,6,,0.00,6,Fog-Rain-Thunderstorm,242
2006-1-3,14,9,4,10,8,3,100,89,67,1021,1019,1015,3,1,0,14,5,,0.00,4,Fog,282
2006-1-4,16,10,4,9,5,2,100,83,42,1022,1020,1019,5,2,0,13,5,,0.00,0,Fog,295
2006-1-5,17,8,-1,3,-1,-6,87,59,20,1021,1019,1018,6,4,3,19,6,,0.00,0,,289
2006-1-6,18,8,-1,1,-3,-11,93,56,13,1021,1019,1018,6,4,2,19,6,,0.00,0,,280
2006-1-7,17,7,-2,2,-2,-7,93,62,22,1021,1019,1018,5,4,1,10,2,,0.00,0,,334
2006-1-8,20,9,-2,3,-1,-5,93,59,18,1021,1019,1016,5,3,1,13,3,,0.00,0,,273
2006-1-9,18,8,-1,3,-1,-5,93,59,22,1020,1017,1016,4,3,1,10,2,,0.00,4,,254
2006-1-10,20,12,4,5,2,-3,87,65,21,1020,1017,1016,4,3,1,14,3,,0.00,3,,303
2006-1-11,23,13,3,4,1,-3,93,55,18,1018,1016,1014,5,3,1,14,6,,0.00,1,,289
2006-1-12,23,13,3,4,1,-2,87,51,19,1018,1016,1015,5,4,3,13,5,,0.00,2,,313
2006-1-13,24,14,5,6,2,-4,87,54,16,1016,1015,1014,6,4,2,14,3,,0.00,2,,275
2006-1-14,23,13,4,6,3,-1,87,56,23,1018,1015,1013,5,4,1,14,5,,0.00,2,,312
2006-1-15,18,14,11,11,8,6,82,68,52,1015,1013,1011,5,4,2,23,8,,0.00,7,Rain,84
2006-1-16,19,16,13,11,9,8,88,69,49,1013,1012,1011,5,4,2,21,13,,0.00,6,Rain,102
2006-1-17,17,13,11,12,11,10,94,85,72,1019,1011,1008,4,4,3,16,8,,0.00,7,Rain,131
2006-1-18,17,12,7,10,8,6,100,82,55,1017,1015,1010,4,3,0,14,8,,0.00,4,Fog,331
2006-1-19,22,13,5,6,1,-5,87,50,17,1019,1017,1016,7,5,3,82,11,,0.00,2,,322
2006-1-20,22,14,8,4,1,-2,62,45,22,1019,1018,1016,6,5,3,23,13,,0.00,3,,319
2006-1-21,20,12,5,3,-1,-7,71,41,17,1021,1019,1018,6,5,4,21,13,,0.00,1,,294
2006-1-22,20,13,5,1,-2,-6,70,41,17,1018,1015,1014,6,5,3,16,6,,0.00,2,,275
2006-1-23,21,11,2,3,-1,-3,81,50,20,1018,1016,1015,6,5,3,21,5,,0.00,0,,284
2006-1-24,21,13,5,3,-1,-5,76,45,18,1021,1020,1018,6,5,4,21,10,,0.00,1,,284
2006-1-25,22,12,2,3,-2,-6,81,48,15,1023,1020,1019,6,5,3,19,5,,0.00,1,,272
2006-1-26,22,12,3,4,1,-6,87,54,15,1025,1023,1021,5,4,1,19,3,,0.00,1,,279
2006-1-27,23,13,4,6,2,-4,81,50,16,1022,1020,1018,4,3,1,14,5,,0.00,3,,273
2006-1-28,22,14,8,7,5,2,82,60,27,1020,1018,1017,4,4,1,11,2,,0.00,3,,106
2006-1-29,22,14,7,7,4,2,87,62,30,1020,1017,1016,4,3,1,14,3,,0.00,3,,331
2006-1-30,24,16,8,7,5,2,93,55,24,1020,1018,1017,4,4,1,11,5,,0.00,3,,327
2006-1-31,25,16,6,9,6,4,87,62,26,1021,1019,1017,4,3,1,11,2,,0.00,3,,53
<!-- 0.192:0 -->
