PKT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees
2004-9-1,23,14,14,10,9,8,56,44,31,,,,10.0,7.0,4.0,9,7,,0.0,,,-1
2004-9-2,23,,23,13,13,13,43,43,43,,,,10.0,10.0,10.0,6,6,,0.0,,,-1
2004-9-3,26,,22,2,2,2,15,15,15,,,,10.0,10.0,10.0,0,0,,0.0,,,-1
2004-9-4,23,23,22,16,14,13,59,51,43,,,,4.0,4.0,4.0,6,5,,0.0,,,-1
2004-9-5,25,,23,16,16,16,58,58,58,,,,10.0,10.0,10.0,0,0,,0.0,,,-1
2004-9-6,26,24,23,16,16,15,58,52,45,,,,10.0,10.0,10.0,4,2,,0.0,,,-1
2004-9-7,24,,24,16,16,16,54,54,54,,,,10.0,10.0,10.0,4,4,,0.0,,,-1
2004-9-8,25,,24,16,16,16,54,54,54,,,,10.0,10.0,10.0,4,2,,0.0,,,-1
2004-9-9,24,23,22,17,17,17,63,60,58,,,,10.0,10.0,10.0,6,6,,0.0,,,-1
2004-9-10,21,20,20,19,18,18,88,86,83,,,,0.1,0.1,0.1,6,2,,0.0,8,,-1
2004-9-11,21,21,20,19,18,18,88,88,88,,,,0.1,0.1,0.1,6,6,,0.0,8,,-1
2004-9-12,22,,22,18,18,18,73,73,73,,,,0.1,0.1,0.1,6,6,,0.0,8,,-1
2004-9-13,22,23,21,19,18,18,83,77,71,,,,4.0,2.0,0.1,0,0,,5.0,8,,-1
2004-9-14,20,16,14,17,15,12,92,87,80,,,,4.0,1.4,0.0,13,4,,1.0,8,,-1
2004-9-15,20,28,17,17,16,15,85,62,40,,,,4.0,2.0,0.1,4,2,,1.0,8,,-1
2004-9-16,19,18,18,17,16,15,89,81,73,,,,10.0,7.0,4.0,6,6,,0.0,,,-1
2004-9-17,20,19,19,16,15,14,72,70,67,,,,10.0,10.0,10.0,6,6,,0.0,,,-1
2004-9-18,20,19,19,16,14,13,78,68,59,,,,10.0,10.0,10.0,6,6,,0.0,,,-1
2004-9-19,22,20,18,16,14,10,72,64,52,,,,10.0,8.0,4.0,6,1,,0.0,,,-1
2004-9-20,20,17,17,11,10,10,54,52,49,,,,10.0,10.0,10.0,6,2,,0.0,,,-1
2004-9-21,21,20,18,11,10,9,53,45,37,,,,10.0,10.0,10.0,6,2,,0.0,,,-1
2004-9-22,21,,21,10,10,10,38,38,38,,,,10.0,10.0,10.0,6,6,,0.0,,,-1
2004-9-23,22,21,19,11,10,9,42,41,40,,,,10.0,10.0,10.0,4,2,,0.0,,,-1
2004-9-24,22,17,12,9,8,6,58,43,32,,,,10.0,8.0,4.0,6,2,,0.0,,,-1
2004-9-25,22,,19,10,10,10,44,44,44,,,,4.0,4.0,4.0,6,6,,0.0,,,-1
2004-9-26,21,,20,12,12,12,49,49,49,,,,10.0,10.0,10.0,0,0,,0.0,,,-1
2004-9-27,23,,20,9,9,9,38,38,38,,,,10.0,10.0,10.0,0,0,,0.0,,,-1
2004-9-28,22,21,19,10,10,9,40,39,38,,,,10.0,10.0,10.0,6,6,,0.0,,,-1
2004-9-29,21,,21,12,12,12,44,44,44,,,,4.0,4.0,4.0,6,6,,0.0,,,-1
2004-9-30,,,,,,,,,,,,,,,,,,,,,,
