PKT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees
2008-12-1,18,15,12,1,-3,-8,34,21,13,,,,10.0,8.0,4.0,0,0,,0.0,,,-1
2008-12-2,18,16,12,-5,-9,-16,15,11,5,,,,10.0,8.0,4.0,6,3,,0.0,,,-1
2008-12-3,18,15,12,-5,-9,-12,15,11,7,,,,10.0,7.0,4.0,6,3,,0.0,,,-1
2008-12-4,18,15,12,-2,-8,-14,22,13,7,,,,10.0,8.5,4.0,6,3,,0.0,,,-1
2008-12-5,18,14,10,-1,-6,-11,25,17,10,,,,10.0,7.0,4.0,6,3,,0.0,,,-1
2008-12-6,18,14,11,-2,-8,-12,16,11,7,,,,10.0,7.0,4.0,6,6,,0.0,,,-1
2008-12-7,16,14,6,2,-6,-11,64,24,8,,,,10.0,7.0,4.0,17,9,,0.0,8,Rain,-1
2008-12-8,8,8,7,8,7,6,93,91,89,,,,10.0,7.0,4.0,9,8,,14.0,8,Rain,-1
2008-12-9,8,6,6,6,5,3,89,81,65,,,,10.0,4.5,0.1,13,8,,26.0,8,Thunderstorm,-1
2008-12-10,9,8,6,5,4,4,81,74,69,,,,10.0,8.0,4.0,9,6,,0.0,,,-1
2008-12-11,7,6,5,4,0,-4,91,62,35,,,,10.0,7.0,4.0,9,3,,0.0,,,-1
2008-12-12,12,8,4,1,-4,-6,72,35,18,,,,10.0,7.0,4.0,6,5,,0.0,,,-1
2008-12-13,11,8,6,4,-1,-5,56,38,25,,,,10.0,7.0,4.0,9,2,,0.0,,,-1
2008-12-14,14,10,6,-4,-8,-11,35,19,11,,,,10.0,7.0,4.0,7,1,,0.0,,,-1
2008-12-15,11,10,8,-12,-12,-12,12,10,9,,,,10.0,7.0,4.0,11,6,,0.0,,,-1
2008-12-16,10,8,6,0,-8,-12,56,24,10,,,,10.0,7.0,4.0,22,16,,0.0,,,-1
2008-12-17,9,8,6,4,3,2,72,65,54,,,,10.0,8.0,4.0,7,7,,3.0,,Thunderstorm,-1
2008-12-18,10,9,8,3,2,-1,61,51,37,,,,10.0,6.0,4.0,7,4,,0.6,,Rain,-1
2008-12-19,10,8,6,6,4,2,99,73,44,,,,10.0,3.5,0.1,13,5,,17.0,8,Rain,-1
2008-12-20,6,4,3,6,4,3,100,93,80,,,,0.1,0.1,0.1,9,5,,15.0,8,Rain,-1
2008-12-21,9,7,5,3,1,-1,65,53,44,,,,10.0,7.0,4.0,9,5,,0.0,,,-1
2008-12-22,12,10,8,4,-1,-4,56,37,24,,,,10.0,7.0,4.0,9,6,,0.0,,,-1
2008-12-23,13,10,8,3,-3,-5,55,32,21,,,,10.0,7.0,4.0,6,3,,0.0,,,-1
2008-12-24,14,11,8,4,-3,-8,51,29,18,,,,10.0,7.0,4.0,6,4,,0.0,,,-1
2008-12-25,12,10,8,4,-1,-5,62,38,26,,,,10.0,7.0,4.0,0,0,,0.0,,,-1
2008-12-26,15,12,8,5,-1,-4,50,34,23,,,,10.0,7.0,4.0,6,4,,0.0,,,-1
2008-12-27,10,9,7,4,-2,-6,56,39,25,,,,10.0,6.0,4.0,0,0,,0.0,,,-1
2008-12-28,11,9,5,0,-2,-6,50,39,33,,,,10.0,10.0,10.0,0,0,,0.0,,,-1
2008-12-29,10,7,4,-3,-4,-6,46,35,27,,,,10.0,7.0,4.0,0,0,,0.0,,,-1
2008-12-30,10,10,6,0,-2,-5,43,35,28,,,,10.0,8.0,4.0,17,8,,0.0,,,-1
2008-12-31,8,6,5,-1,-7,-10,43,27,16,,,,10.0,7.0,4.0,17,12,,0.0,,,-1
