PKT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees
2004-11-1,16,16,13,8,7,6,62,52,43,,,,10.0,10.0,10.0,6,6,,0.0,,,-1
2004-11-2,16,,13,8,8,8,62,62,62,,,,10.0,10.0,10.0,0,0,,0.0,,,-1
2004-11-3,17,16,13,6,5,4,50,40,31,,,,10.0,10.0,10.0,0,0,,0.0,,,-1
2004-11-4,18,17,14,6,6,6,46,42,39,,,,10.0,10.0,10.0,6,4,,0.0,,,-1
2004-11-5,17,16,13,8,8,8,62,55,48,,,,10.0,10.0,10.0,0,0,,0.0,,,-1
2004-11-6,16,16,13,10,8,7,74,60,47,,,,10.0,10.0,10.0,0,0,,0.0,,,-1
2004-11-7,18,,13,8,8,8,62,62,62,,,,10.0,10.0,10.0,0,0,,0.0,,,-1
2004-11-8,18,17,14,7,6,4,51,41,31,,,,10.0,10.0,10.0,4,2,,0.0,,,-1
2004-11-9,18,18,14,5,5,5,41,36,31,,,,10.0,10.0,10.0,0,0,,0.0,,,-1
2004-11-10,18,17,13,6,6,5,55,44,32,,,,10.0,10.0,10.0,0,0,,0.0,,,-1
2004-11-11,16,15,11,4,3,2,51,40,29,,,,10.0,10.0,10.0,0,0,,0.0,,,-1
2004-11-12,16,,16,4,4,4,34,34,34,,,,10.0,10.0,10.0,0,0,,0.0,,,-1
2004-11-13,17,17,14,5,3,1,46,35,24,,,,10.0,10.0,10.0,6,2,,0.0,,,-1
2004-11-14,17,14,14,2,-2,-5,32,24,16,,,,10.0,10.0,10.0,13,9,,0.0,,,-1
2004-11-15,17,,13,2,2,2,35,35,35,,,,10.0,10.0,10.0,6,6,,0.0,,,-1
2004-11-16,17,16,14,1,-0,-2,31,24,18,,,,10.0,10.0,10.0,6,6,,0.0,,,-1
2004-11-17,18,,18,2,2,2,24,24,24,,,,10.0,10.0,10.0,6,6,,0.0,,,-1
2004-11-18,18,,18,0,0,0,18,18,18,,,,10.0,10.0,10.0,4,4,,0.0,,,-1
2004-11-19,18,,18,1,1,1,20,20,20,,,,10.0,10.0,10.0,0,0,,0.0,,,-1
2004-11-20,16,,16,-6,-6,-6,12,12,12,,,,10.0,10.0,10.0,0,0,,0.0,,,-1
2004-11-21,18,17,14,6,4,3,50,40,29,,,,10.0,10.0,10.0,4,2,,0.0,,,-1
2004-11-22,12,,12,3,3,3,41,41,41,,,,10.0,10.0,10.0,6,6,,0.0,,,-1
2004-11-23,16,,16,4,4,4,34,34,34,,,,10.0,10.0,10.0,6,6,,0.0,,,-1
2004-11-24,17,17,12,2,2,1,36,30,24,,,,10.0,10.0,10.0,4,4,,0.0,,,-1
2004-11-25,14,13,11,1,0,0,34,32,31,,,,10.0,10.0,10.0,0,0,,0.0,,,-1
2004-11-26,13,13,10,3,2,2,44,42,39,,,,10.0,10.0,10.0,4,2,,0.0,,,-1
2004-11-27,15,15,10,4,3,2,44,40,37,,,,10.0,10.0,10.0,6,4,,0.0,,,-1
2004-11-28,16,15,10,4,3,2,56,42,29,,,,10.0,10.0,10.0,6,4,,0.0,,,-1
2004-11-29,,,,,,,,,,,,,,,,,,,,,,
2004-11-30,,,,,,,,,,,,,,,,,,,,,,
