PKT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees
2008-5-1,25,21,17,8,4,1,28,25,22,1045,1045.00,1045,10.0,7.0,4.0,9,6,,0.0,,,-1
2008-5-2,26,21,18,8,6,2,24,23,22,,,,10.0,8.0,4.0,6,4,,0.0,,,-1
2008-5-3,20,,20,-0,0,-0,15,15,15,,,,4.0,4.0,4.0,6,6,,0.0,,,-1
2008-5-4,27,23,16,11,7,4,34,30,25,,,,10.0,6.0,4.0,24,17,,0.0,,,-1
2008-5-5,23,19,15,10,5,1,42,28,18,,,,10.0,7.0,4.0,17,9,,0.0,,,-1
2008-5-6,22,18,14,6,2,-0,24,20,16,,,,10.0,7.0,4.0,9,7,,0.0,,,-1
2008-5-7,24,20,16,4,1,-3,21,18,14,,,,10.0,7.0,4.0,6,4,,0.0,,,-1
2008-5-8,24,20,15,7,4,-3,47,26,15,,,,10.0,7.0,4.0,13,4,,0.0,,,-1
2008-5-9,15,14,14,11,8,7,68,57,52,,,,10.0,5.5,4.0,6,1,,1.0,8,Rain,-1
2008-5-10,21,16,11,9,7,6,84,54,33,,,,10.0,5.5,4.0,6,3,,14.0,8,Rain-Thunderstorm,-1
2008-5-11,22,18,14,11,9,5,49,42,35,,,,10.0,7.0,4.0,6,3,,0.0,,,-1
2008-5-12,22,18,14,12,7,4,46,41,31,,,,10.0,8.0,4.0,17,9,,0.0,8,,-1
2008-5-13,22,19,16,10,7,4,42,37,31,,,,10.0,7.0,4.0,6,3,,0.0,8,,-1
2008-5-14,24,20,17,9,6,3,31,29,28,,,,10.0,7.0,4.0,6,6,,0.0,,,-1
2008-5-15,25,22,15,12,8,4,42,34,28,,,,10.0,6.5,2.0,13,6,,2.0,,,-1
2008-5-16,24,19,14,11,9,5,48,41,33,,,,10.0,8.5,4.0,13,6,,0.0,8,,-1
2008-5-17,25,18,18,11,10,9,48,40,31,,,,10.0,10.0,10.0,0,0,,0.0,,,-1
2008-5-18,26,22,18,10,8,5,31,28,24,,,,10.0,7.0,4.0,6,4,,0.0,,,-1
2008-5-19,24,22,18,13,10,6,48,40,32,,,,4.0,4.0,4.0,9,5,,0.0,,,-1
2008-5-20,23,22,16,16,15,13,74,64,54,,,,4.0,4.0,4.0,9,5,,0.0,,,-1
2008-5-21,20,18,16,15,15,14,80,74,68,,,,4.0,4.0,4.0,9,6,,0.0,,,-1
2008-5-22,20,18,15,16,14,13,87,76,67,,,,4.0,4.0,4.0,17,5,,0.0,8,,-1
2008-5-23,20,18,16,15,12,7,67,59,47,,,,10.0,7.0,4.0,6,2,,0.0,8,,-1
2008-5-24,22,19,15,15,11,7,58,52,47,,,,10.0,7.0,4.0,6,6,,0.0,,,-1
2008-5-25,20,17,14,12,9,4,57,49,37,,,,10.0,7.0,4.0,17,5,,0.0,8,,-1
2008-5-26,20,17,14,10,8,6,49,44,37,,,,10.0,7.0,4.0,6,3,,0.0,,,-1
2008-5-27,19,18,14,11,7,4,69,46,31,,,,10.0,6.0,4.0,0,0,,3.0,,,-1
2008-5-28,20,20,16,9,7,4,40,36,33,,,,10.0,8.0,4.0,0,0,,0.0,8,,-1
2008-5-29,24,19,14,10,8,4,41,36,32,,,,10.0,8.5,4.0,6,1,,0.0,,,-1
2008-5-30,22,22,17,12,9,6,42,38,35,,,,10.0,8.0,4.0,6,3,,2.0,,,-1
2008-5-31,25,24,20,10,9,8,34,30,28,,,,10.0,8.0,4.0,6,4,,0.0,,,-1
2008-5-31,,,,,,,,,,,,,,,,,,,,,,
