PKT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees
2014-6-1,22,16,10,11,8,4,58,43,36,,,,10.0,7.0,4.0,7,3,,7.0,8,,-1
2014-6-2,24,19,14,11,8,3,47,36,31,,,,10.0,7.4,4.0,7,2,,0.0,,,-1
2014-6-3,25,20,16,10,8,4,39,31,21,,,,10.0,7.0,4.0,4,2,,0.0,,,-1
2014-6-4,27,22,17,12,9,5,34,31,28,,,,10.0,8.3,4.0,7,2,,0.0,,,-1
2014-6-5,29,26,22,13,9,6,30,26,21,,,,10.0,7.6,4.0,18,4,,0.0,,,-1
2014-6-6,28,24,20,11,7,3,25,22,18,,,,10.0,8.3,4.0,15,8,,0.0,,,-1
2014-6-7,28,24,19,10,6,3,27,23,18,,,,10.0,7.0,4.0,7,2,,0.0,,,-1
2014-6-8,29,24,20,11,6,0,23,20,13,,,,10.0,9.0,4.0,7,4,,0.0,,,-1
2014-6-9,29,25,21,10,5,1,23,19,15,,,,10.0,7.4,4.0,7,3,,0.0,,,-1
2014-6-10,29,24,19,8,4,2,21,17,13,,,,10.0,7.7,4.0,7,4,,0.0,,,-1
2014-6-11,29,24,19,7,2,-1,16,14,12,,,,10.0,7.0,4.0,32,11,,0.0,,,-1
2014-6-12,27,22,18,9,5,-0,23,20,15,,,,10.0,7.4,4.0,7,3,,0.0,,,-1
2014-6-13,28,23,18,10,5,1,23,18,16,,,,10.0,7.0,4.0,0,0,,0.0,,,-1
2014-6-14,29,24,19,15,8,0,33,26,16,,,,10.0,4.8,4.0,4,1,,0.0,,,-1
2014-6-15,29,24,19,18,15,8,63,44,29,,,,10.0,7.0,4.0,4,1,,0.0,,,-1
2014-6-16,28,24,19,19,16,12,68,56,48,,,,10.0,6.6,4.0,17,2,,7.0,,Rain-Thunderstorm,-1
2014-6-17,28,22,16,17,14,11,58,49,40,,,,10.0,7.0,4.0,17,3,,10.0,8,,-1
2014-6-18,24,18,14,18,14,12,92,62,43,,,,10.0,8.0,4.0,18,7,,27.0,8,Hail-Thunderstorm,-1
2014-6-19,25,20,16,17,15,12,66,53,38,,,,10.0,7.7,4.0,7,5,,0.0,,,-1
2014-6-20,28,24,19,18,14,8,54,45,21,,,,10.0,7.7,4.0,7,4,,0.0,,,-1
2014-6-21,27,24,20,14,11,9,46,39,30,,,,10.0,7.7,4.0,11,7,,0.0,,,-1
2014-6-22,26,20,13,14,12,8,87,54,36,,,,10.0,8.3,4.0,17,4,,41.0,8,Rain-Thunderstorm,-1
2014-6-23,23,17,11,16,12,6,68,58,48,,,,10.0,7.0,4.0,13,8,,0.4,,Thunderstorm,-1
2014-6-24,23,17,11,16,12,6,68,55,39,,,,10.0,7.4,4.0,7,4,,3.0,,Thunderstorm,-1
2014-6-25,24,18,13,16,11,7,62,50,41,,,,10.0,7.7,4.0,17,7,,0.0,,,-1
2014-6-26,25,20,14,15,11,7,53,44,37,,,,10.0,7.7,4.0,13,3,,0.0,8,,-1
2014-6-27,26,20,14,18,14,6,63,53,36,,,,10.0,8.3,4.0,7,2,,0.0,,,-1
2014-6-28,26,20,15,19,17,12,68,61,55,,,,10.0,7.0,4.0,0,0,,0.0,,,-1
2014-6-29,24,20,16,18,18,16,83,73,66,,,,10.0,6.6,4.0,4,0,,0.0,,,-1
2014-6-30,22,20,17,19,18,17,89,83,77,,,,10.0,3.7,0.5,0,0,,0.0,8,Thunderstorm,-1
