PKT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees
2012-8-1,23,20,18,21,19,16,94,91,88,,,,0.1,0.1,0.1,0,0,,13.0,8,,-1
2012-8-2,24,22,20,22,20,19,94,90,83,,,,4.0,1.0,0.1,4,1,,0.0,8,,-1
2012-8-3,22,21,16,21,19,15,95,90,86,,,,4.0,2.1,0.1,4,4,,40.0,8,,-1
2012-8-4,20,18,17,15,14,13,80,72,58,,,,10.0,8.0,4.0,4,4,,30.0,8,,-1
2012-8-5,21,18,16,18,15,12,88,76,62,,,,10.0,4.5,0.1,4,1,,0.0,8,,-1
2012-8-6,24,20,17,19,17,14,83,79,74,,,,10.0,4.6,0.5,4,3,,0.0,,,-1
2012-8-7,24,21,18,21,18,16,84,80,71,,,,10.0,7.0,4.0,4,4,,0.0,,,-1
2012-8-8,24,24,23,21,21,21,86,84,81,,,,0.1,0.1,0.1,4,2,,0.0,8,,-1
2012-8-9,24,22,14,19,14,9,95,71,35,,,,10.0,6.0,0.1,7,3,,54.0,8,,-1
2012-8-10,23,20,17,19,16,10,90,76,54,,,,10.0,7.0,4.0,4,3,,0.0,8,,-1
2012-8-11,20,18,16,17,14,12,78,72,67,,,,10.0,7.0,4.0,7,2,,0.0,,,-1
2012-8-12,25,20,15,20,17,12,96,79,67,,,,10.0,7.0,4.0,7,2,,0.0,,,-1
2012-8-13,23,20,18,20,18,17,96,85,71,,,,4.0,2.0,0.1,7,4,,0.0,8,,-1
2012-8-14,22,20,17,19,18,17,98,92,88,,,,4.0,2.0,0.1,0,0,,1.0,8,,-1
2012-8-15,20,19,18,18,16,15,96,87,78,,,,10.0,3.5,0.1,0,0,,1.0,8,Rain,-1
2012-8-16,25,22,18,20,18,15,91,79,63,,,,10.0,7.0,4.0,4,1,,7.0,,Rain,-1
2012-8-17,24,22,19,20,18,16,86,82,78,,,,10.0,4.5,0.1,7,5,,0.0,8,,-1
2012-8-18,22,20,19,20,19,16,96,85,78,,,,10.0,6.0,4.0,7,4,,0.0,8,,-1
2012-8-19,23,21,19,20,19,19,95,87,71,,,,10.0,4.7,0.1,7,2,,0.0,8,,-1
2012-8-20,22,20,19,20,19,18,95,94,94,,,,0.1,0.1,0.1,4,1,,101.0,8,Hail-Thunderstorm,-1
2012-8-21,21,20,19,20,19,18,95,95,94,,,,0.1,0.0,0.1,0,0,,31.0,8,Rain,-1
2012-8-22,20,19,17,19,17,16,100,94,91,,,,4.0,1.4,0.1,7,5,,30.0,8,Rain,-1
2012-8-23,21,18,16,20,18,15,100,93,86,,,,10.0,3.5,0.1,0,0,,4.0,8,,-1
2012-8-24,21,20,18,19,19,17,96,93,88,,,,4.0,1.0,0.1,148,68,,7.0,8,Rain,-1
2012-8-25,22,20,18,20,18,17,96,91,82,,,,4.0,1.0,0.1,0,0,,0.6,8,Rain,-1
2012-8-26,18,,18,17,17,17,96,96,96,,,,0.1,0.1,0.1,0,0,,0.0,8,,-1
2012-8-27,22,20,17,19,17,16,92,90,88,,,,4.0,1.0,0.1,4,1,,5.0,8,Rain,-1
2012-8-28,21,18,15,18,15,13,92,88,83,,,,10.0,3.5,0.1,0,0,,38.0,8,Thunderstorm,-1
2012-8-29,24,19,14,19,16,11,89,77,62,,,,10.0,7.0,4.0,4,1,,0.0,,,-1
2012-8-30,23,20,17,19,17,15,96,86,77,,,,4.0,1.0,0.1,0,0,,28.0,8,Thunderstorm,-1
2012-8-31,21,20,18,19,18,17,96,91,83,,,,4.0,1.4,0.1,4,3,,0.0,8,,-1
