PKT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees
2004-8-1,23,,22,18,18,18,68,68,68,,,,10.0,10.0,10.0,6,6,,0.0,,,-1
2004-8-2,22,,22,20,20,20,84,84,84,,,,0.0,0.0,0.0,6,6,,0.0,8,,-1
2004-8-3,23,21,21,21,20,20,88,85,82,,,,0.0,0.0,0.0,56,22,,0.0,8,,-1
2004-8-4,22,22,21,20,19,18,88,78,68,,,,10.0,5.0,0.1,4,2,,0.0,8,,-1
2004-8-5,21,,20,18,18,18,88,88,88,,,,0.1,0.1,0.1,6,6,,0.0,8,,-1
2004-8-6,22,,22,17,17,17,63,63,63,,,,10.0,10.0,10.0,6,6,,0.0,,,-1
2004-8-7,23,21,21,18,15,12,77,62,46,,,,10.0,10.0,10.0,15,9,,1.0,,,-1
2004-8-8,24,,21,16,16,16,68,68,68,,,,10.0,10.0,10.0,6,6,,0.0,,,-1
2004-8-9,23,,20,18,18,18,88,88,88,,,,0.0,0.0,0.0,6,6,,0.0,8,,-1
2004-8-10,21,,21,20,20,20,94,94,94,,,,0.0,0.0,0.0,0,0,,3.0,8,,-1
2004-8-11,20,,19,18,18,18,89,89,89,,,,0.1,0.1,0.1,0,0,,0.0,8,,-1
2004-8-12,22,22,19,19,18,17,95,79,63,,,,10.0,5.0,0.1,6,4,,0.0,8,,-1
2004-8-13,21,19,19,18,18,18,89,86,83,,,,0.1,0.1,0.1,0,0,,0.0,8,,-1
2004-8-14,22,17,17,17,16,14,83,82,80,,,,10.0,10.0,10.0,6,4,,25.0,8,,-1
2004-8-15,24,24,21,20,18,17,88,73,58,,,,10.0,5.0,0.0,6,6,,0.0,8,,-1
2004-8-16,20,,19,16,16,16,78,78,78,,,,4.0,4.0,4.0,6,6,,1.0,,Rain-Thunderstorm,-1
2004-8-17,24,24,20,18,18,18,88,75,62,,,,10.0,5.0,0.1,6,6,,0.0,8,,-1
2004-8-18,23,23,19,17,16,16,78,70,62,,,,10.0,6.0,2.0,6,6,,10.0,,,-1
2004-8-19,21,,21,16,16,16,63,63,63,,,,10.0,10.0,10.0,6,6,,0.0,,,-1
2004-8-20,24,24,20,19,18,18,88,78,67,,,,10.0,5.0,0.1,6,4,,0.0,8,,-1
2004-8-21,22,21,20,18,16,15,77,72,68,,,,10.0,10.0,10.0,4,4,,9.0,,,-1
2004-8-22,24,23,21,18,17,16,77,66,54,,,,10.0,10.0,10.0,6,4,,0.0,,,-1
2004-8-23,24,23,22,18,17,16,76,65,54,,,,10.0,10.0,10.0,6,2,,0.0,,,-1
2004-8-24,23,23,21,13,12,12,50,44,39,,,,10.0,10.0,10.0,6,6,,0.0,,,-1
2004-8-25,24,,24,16,16,16,54,54,54,,,,10.0,10.0,10.0,6,6,,0.0,,,-1
2004-8-26,,,,,,,,,,,,,,,,,,,,,,
2004-8-27,,,,,,,,,,,,,,,,,,,,,,
2004-8-28,,,,,,,,,,,,,,,,,,,,,,
2004-8-29,,,,,,,,,,,,,,,,,,,,,,
2004-8-30,,,,,,,,,,,,,,,,,,,,,,
2004-8-31,,,,,,,,,,,,,,,,,,,,,,
