PKT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees
2006-12-1,10,10,6,-1,-2,-3,41,39,37,,,,10.0,10.0,10.0,6,5,,0.0,,,-1
2006-12-2,10,10,7,0,-0,-1,50,42,34,,,,10.0,10.0,10.0,0,0,,0.0,,,-1
2006-12-3,4,3,2,1,2,1,92,92,92,,,,4.0,4.0,4.0,9,9,,4.0,8,Rain,-1
2006-12-4,4,,4,4,4,4,100,100,100,,,,4.0,2.1,0.2,18,15,,8.0,8,Rain,-1
2006-12-5,4,4,4,4,4,4,100,100,100,,,,0.0,0.0,0.0,22,16,,40.0,8,Rain,-1
2006-12-6,6,4,4,3,2,2,81,81,81,,,,4.0,4.0,4.0,26,20,,0.0,8,,-1
2006-12-7,8,8,6,4,4,3,81,73,65,,,,10.0,10.0,10.0,6,6,,0.0,,,-1
2006-12-8,8,,8,-4,-4,-4,32,32,32,,,,10.0,10.0,10.0,9,9,,0.0,,,-1
2006-12-9,12,12,8,-3,-4,-4,30,26,22,,,,10.0,10.0,10.0,6,5,,0.0,,,-1
2006-12-10,6,,2,2,2,2,98,98,98,,,,0.1,0.1,0.1,6,6,,0.0,8,Snow,-1
2006-12-11,4,,4,1,1,1,81,81,81,,,,10.0,10.0,10.0,0,0,,0.0,,,-1
2006-12-12,7,7,6,0,0,-0,56,53,50,,,,10.0,10.0,10.0,6,4,,0.0,,,-1
2006-12-13,11,11,7,2,1,0,57,46,34,,,,10.0,10.0,10.0,6,4,,0.0,,,-1
2006-12-14,13,13,10,2,0,-1,37,36,34,,,,10.0,10.0,10.0,0,0,,0.0,,,-1
2006-12-15,12,12,10,3,2,2,51,44,36,,,,10.0,10.0,10.0,4,2,,0.0,,,-1
2006-12-16,12,12,7,2,-0,-3,37,36,36,,,,10.0,10.0,10.0,6,4,,0.0,,,-1
2006-12-17,17,17,12,-5,-6,-6,17,14,12,,,,10.0,10.0,10.0,6,6,,0.0,,,-1
2006-12-18,18,15,12,-8,-15,-22,13,8,4,,,,10.0,10.0,10.0,11,7,,0.0,,,-1
2006-12-19,16,16,10,2,-2,-5,49,31,13,,,,10.0,10.0,10.0,6,4,,0.0,,,-1
2006-12-20,12,12,8,2,0,-1,57,44,30,,,,10.0,10.0,10.0,22,11,,0.0,,,-1
2006-12-21,4,4,2,4,1,-2,100,83,66,,,,4.0,2.0,0.1,9,6,,3.0,8,,-1
2006-12-22,9,,9,-7,-7,-7,21,21,21,,,,10.0,10.0,10.0,6,6,,0.0,,,-1
2006-12-23,12,12,7,-1,-3,-5,43,30,18,,,,10.0,10.0,10.0,9,6,,0.0,,,-1
2006-12-24,5,,5,-4,-4,-4,40,40,40,,,,10.0,10.0,10.0,6,6,,0.0,,,-1
2006-12-25,8,8,6,-0,-0,-1,49,44,40,,,,10.0,10.0,10.0,4,1,,0.0,8,,-1
2006-12-26,2,0,0,2,1,0,99,98,98,,,,0.1,0.1,0.1,0,0,,8.0,8,Rain-Snow,-1
2006-12-27,8,8,7,-1,-2,-4,43,38,32,,,,10.0,10.0,10.0,6,4,,0.0,,,-1
2006-12-28,12,12,10,-5,-6,-6,23,20,16,,,,10.0,10.0,10.0,6,4,,0.0,,,-1
2006-12-29,13,,10,3,3,3,51,51,51,,,,10.0,10.0,10.0,0,0,,0.0,,,-1
2006-12-30,12,11,10,4,3,2,56,48,40,,,,10.0,10.0,10.0,9,6,,0.0,,,-1
2006-12-31,6,,6,3,3,3,72,72,72,,,,10.0,10.0,10.0,56,22,,0.0,,,-1
