PKT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees
2015-9-1,24,18,13,18,13,8,74,55,42,,,,10.0,6.6,4.0,4,0,,0.0,,,-1
2015-9-2,22,18,14,17,15,13,79,71,58,,,,10.0,6.6,4.0,7,1,,0.0,,,-1
2015-9-3,22,17,12,15,12,9,85,61,47,,,,10.0,7.0,4.0,0,0,,19.0,8,Thunderstorm,-1
2015-9-4,24,18,13,17,13,10,68,59,49,,,,10.0,7.0,4.0,4,1,,0.0,,,-1
2015-9-5,24,19,14,17,13,10,68,58,42,,,,10.0,7.4,4.0,4,3,,0.0,8,,-1
2015-9-6,21,16,12,14,11,9,63,56,49,,,,10.0,7.0,4.0,4,3,,8.0,8,,-1
2015-9-7,24,19,14,16,13,10,69,60,46,,,,10.0,7.0,4.0,4,3,,0.0,,,-1
2015-9-8,23,19,15,15,11,5,68,53,35,,,,10.0,6.6,4.0,7,3,,0.0,,,-1
2015-9-9,23,18,14,13,8,4,54,39,24,,,,10.0,7.0,4.0,7,2,,0.0,,,-1
2015-9-10,24,19,14,14,11,7,58,48,43,,,,10.0,7.0,4.0,7,4,,0.0,,,-1
2015-9-11,25,20,14,16,11,7,52,47,37,,,,10.0,7.0,4.0,11,6,,0.0,,,-1
2015-9-12,25,20,14,17,12,7,67,52,34,,,,10.0,7.0,4.0,7,2,,0.0,,,-1
2015-9-13,25,20,15,17,14,10,73,61,54,,,,10.0,6.6,4.0,7,4,,0.0,,,-1
2015-9-14,25,20,16,17,14,11,69,62,57,,,,10.0,6.4,4.0,7,5,,0.0,,,-1
2015-9-15,24,20,15,17,15,12,73,65,54,,,,10.0,7.4,4.0,11,5,,6.0,8,Thunderstorm,-1
2015-9-16,23,17,11,15,11,4,72,50,34,,,,10.0,7.0,4.0,18,8,,6.0,,,-1
2015-9-17,24,18,13,16,13,10,68,57,50,,,,10.0,7.4,4.0,7,2,,0.0,,,-1
2015-9-18,24,20,17,16,13,10,67,55,44,,,,10.0,6.0,4.0,7,1,,0.0,,,-1
2015-9-19,25,20,15,18,14,11,72,60,49,,,,10.0,7.4,4.0,4,1,,0.0,,,-1
2015-9-20,23,18,12,13,11,6,63,53,42,,,,10.0,7.0,4.0,7,2,,1.0,,,-1
2015-9-21,23,18,13,16,12,9,63,57,46,,,,10.0,7.4,4.0,4,2,,0.0,8,,-1
2015-9-22,13,12,11,13,11,10,99,91,81,,,,10.0,4.3,0.1,15,10,,98.0,8,Rain,-1
2015-9-23,14,12,9,13,11,10,96,90,84,,,,10.0,4.5,0.1,7,5,,65.0,8,Rain,-1
2015-9-24,20,15,10,16,11,8,84,66,54,,,,10.0,6.6,4.0,7,3,,0.0,,,-1
2015-9-25,19,16,14,14,12,10,74,65,53,,,,10.0,6.6,4.0,7,4,,0.0,,,-1
2015-9-26,21,17,13,14,12,10,81,68,46,,,,10.0,7.0,4.0,7,2,,0.0,,,-1
2015-9-27,18,15,12,13,10,8,81,65,56,,,,10.0,6.6,4.0,7,3,,0.0,,,-1
2015-9-28,22,17,12,15,11,7,67,57,42,,,,10.0,7.4,4.0,7,6,,0.0,,,-1
2015-9-29,20,14,9,10,7,3,61,49,33,,,,10.0,7.0,4.0,18,5,,0.0,,,-1
2015-9-30,24,17,11,12,6,1,53,34,20,,,,10.0,8.0,4.0,15,7,,0.0,,,-1
