PKT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees
2015-5-1,20,14,8,12,7,5,57,49,43,,,,10.0,7.0,4.0,7,4,,0.0,,,-1
2015-5-2,21,16,11,11,7,3,48,43,33,,,,10.0,7.0,4.0,7,3,,0.0,,,-1
2015-5-3,22,16,11,9,6,3,42,37,31,,,,10.0,6.6,4.0,7,5,,0.0,,,-1
2015-5-4,24,17,10,8,5,3,37,30,20,,,,10.0,7.0,4.0,7,2,,0.0,,,-1
2015-5-5,24,18,11,8,4,3,33,28,25,,,,10.0,6.6,4.0,7,3,,0.0,,,-1
2015-5-6,26,20,13,10,6,0,40,29,22,,,,10.0,7.0,4.0,7,6,,0.0,,,-1
2015-5-7,26,21,16,13,9,2,54,34,21,,,,10.0,7.0,4.0,11,5,,0.0,,,-1
2015-5-8,27,22,18,11,7,5,34,28,22,,,,10.0,7.0,4.0,11,7,,0.0,,,-1
2015-5-9,20,16,13,7,5,2,47,34,20,,,,10.0,5.2,4.0,15,11,,0.0,8,Thunderstorm,-1
2015-5-10,26,20,14,13,7,1,37,26,19,,,,10.0,7.0,4.0,18,8,,0.0,,,-1
2015-5-11,22,18,14,12,9,6,74,47,29,,,,10.0,7.0,4.0,18,4,,1.0,8,Rain,-1
2015-5-12,13,12,11,11,9,8,90,77,62,,,,10.0,6.3,4.0,11,4,,10.0,8,Rain,-1
2015-5-13,16,13,10,11,10,8,88,76,68,,,,10.0,6.7,2.0,7,6,,12.0,8,Rain,-1
2015-5-14,16,13,10,11,7,4,74,59,37,,,,10.0,6.3,4.0,18,4,,6.0,8,Rain,-1
2015-5-15,22,18,13,14,10,4,64,53,40,,,,10.0,6.6,4.0,4,3,,0.0,,,-1
2015-5-16,22,18,13,15,12,8,67,60,54,,,,10.0,6.6,4.0,4,4,,0.0,,,-1
2015-5-17,22,19,16,16,12,8,69,57,44,,,,10.0,7.0,4.0,4,2,,6.0,8,,-1
2015-5-18,20,16,11,9,8,7,62,47,37,,,,10.0,6.6,4.0,22,9,,13.0,8,,-1
2015-5-19,24,18,13,11,7,3,47,33,22,,,,10.0,7.0,4.0,13,5,,0.0,,,-1
2015-5-20,25,19,13,11,5,1,36,27,21,,,,10.0,7.0,4.0,13,6,,0.0,,,-1
2015-5-21,25,20,14,10,5,-0,29,24,16,,,,10.0,7.0,4.0,7,4,,0.0,,,-1
2015-5-22,26,20,14,9,5,1,29,23,18,,,,10.0,7.4,4.0,7,5,,0.0,,,-1
2015-5-23,26,21,16,12,8,2,53,32,22,,,,10.0,7.4,4.0,22,7,,0.0,,,-1
2015-5-24,20,18,16,8,5,2,34,29,24,,,,10.0,6.0,4.0,22,11,,1.0,,Rain,-1
2015-5-25,24,19,12,8,4,-0,50,31,15,,,,10.0,7.4,4.0,37,17,,6.0,8,Rain-Thunderstorm,-1
2015-5-26,22,16,9,6,1,-11,33,22,9,,,,10.0,7.4,4.0,15,8,,0.0,,,-1
2015-5-27,25,20,15,8,5,-0,28,24,20,,,,10.0,7.0,4.0,11,6,,0.0,,,-1
2015-5-28,25,21,17,12,6,3,34,27,25,,,,10.0,7.0,4.0,11,5,,0.0,,,-1
2015-5-29,25,21,17,9,6,2,39,30,24,,,,10.0,7.0,4.0,7,4,,0.0,8,,-1
2015-5-30,25,20,16,11,8,6,39,33,25,,,,10.0,8.0,4.0,4,3,,0.0,,,-1
2015-5-31,25,20,15,16,8,3,87,39,26,,,,10.0,6.3,4.0,11,4,,5.0,8,,-1
