PKT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees
2007-6-1,25,20,17,10,8,3,32,29,28,,,,10.0,10.0,10.0,6,3,,0.0,,,-1
2007-6-2,26,18,18,11,10,8,48,46,43,,,,10.0,7.0,4.0,4,4,,21.0,,,-1
2007-6-3,25,16,16,14,12,10,80,69,58,,,,10.0,7.0,4.0,13,8,,1.0,8,Hail-Thunderstorm,-1
2007-6-4,14,,14,11,11,11,74,74,74,,,,4.0,4.0,4.0,4,4,,0.0,,,-1
2007-6-5,24,24,24,15,14,14,47,45,43,,,,10.0,10.0,10.0,6,4,,0.0,,,-1
2007-6-6,25,18,12,15,12,7,61,50,44,,,,10.0,10.0,10.0,9,8,,0.0,,,-1
2007-6-7,29,22,16,15,13,11,63,45,35,,,,10.0,10.0,10.0,6,4,,0.0,,,-1
2007-6-8,29,23,17,14,13,12,64,41,29,,,,10.0,10.0,10.0,6,1,,0.0,,,-1
2007-6-9,31,26,21,14,14,13,50,34,26,,,,10.0,10.0,10.0,6,1,,0.0,,,-1
2007-6-10,33,28,22,8,5,3,28,15,8,,,,10.0,10.0,10.0,6,1,,0.0,,,-1
2007-6-11,32,24,24,7,6,6,24,18,11,,,,10.0,7.0,4.0,6,2,,0.0,,,-1
2007-6-12,28,26,23,20,17,12,56,50,39,,,,4.0,3.3,2.0,0,0,,0.0,,,-1
2007-6-13,29,24,21,20,19,16,68,64,56,,,,4.0,4.0,4.0,6,1,,0.5,,,-1
2007-6-14,26,22,22,21,20,18,72,70,67,,,,4.0,4.0,4.0,0,0,,0.0,,Thunderstorm,-1
2007-6-15,22,20,19,18,16,12,89,69,53,,,,10.0,5.0,1.0,9,4,,0.0,,,-1
2007-6-16,22,18,16,16,14,12,75,63,46,,,,10.0,10.0,10.0,9,2,,0.0,,,-1
2007-6-17,22,18,14,14,12,9,62,58,49,,,,10.0,10.0,10.0,9,3,,0.0,,,-1
2007-6-18,22,19,16,13,12,10,53,48,43,,,,10.0,10.0,10.0,6,4,,0.0,,,-1
2007-6-19,23,20,18,14,12,8,50,46,41,,,,10.0,10.0,10.0,17,12,,0.0,,,-1
2007-6-20,23,23,22,16,15,14,57,52,46,,,,10.0,10.0,10.0,6,2,,0.0,,,-1
2007-6-21,23,18,17,17,16,15,90,73,62,,,,10.0,6.0,4.0,6,1,,0.0,8,,-1
2007-6-22,24,20,18,19,17,16,84,73,58,,,,4.0,4.0,4.0,11,2,,0.0,,,-1
2007-6-23,23,21,20,18,17,15,89,72,59,,,,10.0,6.7,0.1,6,1,,3.0,8,Rain,-1
2007-6-24,24,22,19,19,17,13,67,65,62,,,,10.0,6.0,4.0,6,1,,0.0,,,-1
2007-6-25,23,19,19,19,18,17,83,80,78,,,,4.0,4.0,4.0,37,10,,12.0,,,-1
2007-6-26,21,18,16,19,18,16,99,92,88,,,,2.0,0.8,0.1,6,1,,30.0,8,Hail-Thunderstorm,-1
2007-6-27,22,20,18,21,20,17,96,92,88,,,,4.0,1.4,0.1,9,5,,1.0,8,,-1
2007-6-28,22,20,18,20,18,17,89,85,82,,,,10.0,4.7,0.2,6,3,,8.0,8,Rain,-1
2007-6-29,16,18,16,17,16,14,92,90,89,,,,4.0,2.7,0.0,9,3,,26.0,8,Rain,-1
2007-6-30,20,17,16,16,16,16,92,87,78,,,,10.0,3.7,0.1,9,7,,30.0,8,Rain,-1
