PKT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees
2005-12-1,9,8,4,4,4,3,91,80,69,,,,10.0,10.0,10.0,6,5,,0.0,,,-1
2005-12-2,8,,8,4,4,4,69,69,69,,,,10.0,10.0,10.0,0,0,,0.0,,,-1
2005-12-3,12,11,9,5,4,3,69,57,45,,,,10.0,10.0,10.0,6,4,,0.0,,,-1
2005-12-4,16,15,12,6,6,6,58,50,42,,,,10.0,10.0,10.0,6,4,,0.0,,,-1
2005-12-5,13,16,13,9,8,8,62,58,53,,,,10.0,10.0,10.0,0,0,,0.0,,,-1
2005-12-6,16,16,12,8,7,6,58,53,48,,,,10.0,10.0,10.0,0,0,,0.0,,,-1
2005-12-7,15,,15,8,8,8,52,52,52,,,,10.0,10.0,10.0,6,6,,0.0,,,-1
2005-12-8,12,11,6,5,4,2,64,60,57,,,,10.0,10.0,10.0,0,0,,0.0,,,-1
2005-12-9,11,11,8,5,4,3,65,61,57,,,,10.0,10.0,10.0,0,0,,0.0,,,-1
2005-12-10,11,,8,3,3,3,61,61,61,,,,10.0,10.0,10.0,0,0,,0.0,,,-1
2005-12-11,13,12,9,6,6,6,77,68,58,,,,10.0,10.0,10.0,6,2,,0.0,,,-1
2005-12-12,13,13,9,8,7,6,77,70,62,,,,10.0,10.0,10.0,0,0,,0.0,,,-1
2005-12-13,13,13,11,8,8,8,77,72,68,,,,10.0,10.0,10.0,0,0,,0.0,,,-1
2005-12-14,14,14,9,9,6,4,66,64,62,,,,10.0,10.0,10.0,6,2,,0.0,,,-1
2005-12-15,13,,10,8,8,8,84,84,84,,,,10.0,10.0,10.0,0,0,,0.0,,,-1
2005-12-16,15,14,11,8,8,7,70,64,57,,,,10.0,10.0,10.0,6,4,,0.0,,,-1
2005-12-17,14,14,11,9,8,7,70,66,62,,,,10.0,10.0,10.0,6,6,,0.0,,,-1
2005-12-18,15,15,11,10,8,7,64,64,63,,,,10.0,10.0,10.0,6,4,,0.0,,,-1
2005-12-19,9,8,7,4,4,4,76,72,69,,,,10.0,10.0,10.0,0,0,,0.0,,,-1
2005-12-20,12,,6,3,3,3,72,72,72,,,,10.0,10.0,10.0,0,0,,0.0,,,-1
2005-12-21,12,11,7,7,5,3,70,68,65,,,,10.0,10.0,10.0,0,0,,0.0,,,-1
2005-12-22,14,,10,6,6,6,70,70,70,,,,10.0,10.0,10.0,0,0,,0.0,,,-1
2005-12-23,12,,12,3,3,3,43,43,43,,,,4.0,4.0,4.0,4,4,,0.0,,,-1
2005-12-24,13,,13,6,6,6,55,55,55,,,,10.0,10.0,10.0,6,6,,0.0,,,-1
2005-12-25,20,,20,4,4,4,24,24,24,,,,4.0,4.0,4.0,6,6,,0.0,,,-1
2005-12-26,,,,,,,,,,,,,,,,,,,,,,
2005-12-27,,,,,,,,,,,,,,,,,,,,,,
2005-12-28,,,,,,,,,,,,,,,,,,,,,,
2005-12-29,,,,,,,,,,,,,,,,,,,,,,
2005-12-30,,,,,,,,,,,,,,,,,,,,,,
2005-12-31,,,,,,,,,,,,,,,,,,,,,,
