PKT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees
2005-10-1,24,20,11,13,12,9,98,62,42,,,,10.0,5.5,0.0,9,5,,0.0,,,-1
2005-10-2,23,19,15,15,12,9,63,56,48,,,,10.0,5.0,0.1,9,3,,0.0,,,-1
2005-10-3,23,19,15,16,13,9,74,62,57,,,,10.0,5.1,0.1,6,5,,0.0,,,-1
2005-10-4,22,18,14,13,12,11,74,64,47,,,,10.0,7.6,0.5,9,6,,0.0,,,-1
2005-10-5,24,22,16,12,9,4,55,43,34,,,,10.0,6.7,0.2,6,4,,0.0,,,-1
2005-10-6,23,22,17,11,9,8,44,38,31,,,,10.0,6.7,0.2,9,2,,0.0,,,-1
2005-10-7,23,19,15,18,12,4,89,62,37,,,,10.0,5.2,0.2,6,4,,0.0,,,-1
2005-10-8,22,18,13,16,12,9,88,71,62,,,,10.0,5.1,0.1,30,10,,5.0,8,Rain-Thunderstorm,-1
2005-10-9,22,18,13,11,8,3,62,47,35,,,,10.0,5.4,0.5,30,17,,0.0,,,-1
2005-10-10,22,18,14,13,10,8,72,58,47,,,,10.0,5.2,0.5,9,6,,0.0,,,-1
2005-10-11,19,14,10,14,8,4,79,64,45,,,,10.0,7.5,0.2,33,13,,16.0,8,,-1
2005-10-12,18,16,12,9,8,5,58,52,48,,,,10.0,5.2,0.2,0,0,,0.0,,,-1
2005-10-13,20,16,12,11,7,4,53,50,47,,,,10.0,5.3,0.2,6,2,,0.0,,,-1
2005-10-14,20,16,12,11,7,2,63,48,38,1050,1050.00,1050,10.0,5.2,0.2,9,5,,0.0,,,-1
2005-10-15,17,14,12,10,8,4,70,58,47,,,,10.0,5.2,0.2,9,5,,7.0,8,,-1
2005-10-16,9,8,8,6,6,5,80,76,69,,,,4.0,2.7,0.1,17,11,,21.0,8,Rain-Thunderstorm,-1
2005-10-17,16,,16,11,11,11,58,58,58,,,,10.0,10.0,10.0,0,0,,0.0,,,-1
2005-10-18,19,,17,5,5,5,35,35,35,,,,10.0,10.0,10.0,0,0,,0.0,,,-1
2005-10-19,19,18,16,3,1,-1,31,24,17,,,,10.0,10.0,10.0,6,6,,0.0,,,-1
2005-10-20,18,,18,4,4,4,28,28,28,,,,10.0,10.0,10.0,6,6,,0.0,,,-1
2005-10-21,18,18,10,7,7,7,70,54,39,,,,10.0,10.0,10.0,9,6,,0.0,,,-1
2005-10-22,18,18,16,9,8,7,49,44,39,,,,10.0,10.0,10.0,0,0,,0.0,,,-1
2005-10-23,20,,16,8,8,8,52,52,52,,,,10.0,10.0,10.0,6,6,,0.0,,,-1
2005-10-24,20,20,16,9,9,9,53,45,37,,,,10.0,10.0,10.0,0,0,,0.0,,,-1
2005-10-25,17,,13,6,6,6,50,50,50,,,,10.0,10.0,10.0,9,9,,0.0,,,-1
2005-10-26,18,,15,9,9,9,57,57,57,,,,10.0,10.0,10.0,6,6,,0.0,,,-1
2005-10-27,19,,17,6,6,6,36,36,36,,,,10.0,10.0,10.0,0,0,,0.0,,,-1
2005-10-28,18,16,13,2,0,-1,27,26,26,,,,10.0,10.0,10.0,9,6,,0.0,,,-1
2005-10-29,18,18,15,8,8,7,52,46,39,,,,10.0,10.0,10.0,6,4,,0.0,,,-1
2005-10-30,,,,,,,,,,,,,,,,,,,,,,
2005-10-31,,,,,,,,,,,,,,,,,,,,,,
