PKT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees
2008-2-1,7,7,4,-5,-8,-11,38,26,15,,,,10.0,10.0,10.0,0,0,,0.0,,,-1
2008-2-2,4,4,2,-6,-6,-7,40,36,31,,,,10.0,10.0,10.0,6,2,,0.0,8,,-1
2008-2-3,-1,-2,-2,-2,-2,-3,100,95,90,,,,4.0,2.0,0.1,0,0,,13.0,8,Snow,-1
2008-2-4,1,0,0,-0,0,-0,100,100,100,,,,0.1,0.1,0.1,13,12,,11.0,8,Rain-Snow-Thunderstorm,-1
2008-2-5,0,-1,-2,-1,-2,-2,100,100,100,,,,10.0,5.0,0.1,6,6,,0.0,8,,-1
2008-2-6,1,0,0,-2,-2,-2,86,86,86,,,,10.0,5.0,0.1,9,7,,2.0,8,Snow,-1
2008-2-7,0,,-2,-5,-5,-5,75,75,75,,,,0.0,0.0,0.0,6,6,,20.0,8,Snow,-1
2008-2-8,-1,-4,-4,-3,-5,-7,90,82,73,,,,10.0,5.0,0.1,0,0,,0.0,8,,-1
2008-2-9,5,4,2,-2,-4,-5,66,52,39,,,,10.0,10.0,10.0,6,4,,0.0,,,-1
2008-2-10,6,5,3,-1,-3,-5,55,50,44,,,,10.0,10.0,10.0,9,9,,0.0,,,-1
2008-2-11,5,4,3,-5,-5,-5,44,42,39,,,,10.0,10.0,10.0,6,4,,0.0,,,-1
2008-2-12,2,,2,1,1,1,87,87,87,,,,10.0,10.0,10.0,6,6,,0.0,,,-1
2008-2-13,9,3,3,-2,-2,-3,61,46,31,,,,10.0,10.0,10.0,6,4,,0.0,,,-1
2008-2-14,11,11,6,-6,-6,-7,27,22,16,,,,10.0,10.0,10.0,6,6,,0.0,,,-1
2008-2-15,10,10,9,0,-0,-1,42,38,33,,,,10.0,10.0,10.0,9,6,,0.0,,,-1
2008-2-16,10,8,8,1,-2,-4,43,36,29,,,,10.0,10.0,10.0,9,9,,0.0,,,-1
2008-2-17,12,12,10,-1,-2,-2,37,32,26,,,,10.0,10.0,10.0,6,4,,0.0,,,-1
2008-2-18,10,,10,-7,-7,-7,18,18,18,,,,10.0,10.0,10.0,0,0,,0.0,,,-1
2008-2-19,12,12,12,-2,-9,-16,24,14,5,,,,10.0,10.0,10.0,13,9,,0.0,,,-1
2008-2-20,16,16,13,4,-1,-6,45,28,11,,,,10.0,10.0,10.0,0,0,,0.0,,,-1
2008-2-21,12,11,8,2,1,0,54,44,34,,,,10.0,10.0,10.0,17,14,,0.0,8,,-1
2008-2-22,6,5,5,3,2,2,80,76,72,,,,10.0,10.0,10.0,9,3,,1.0,8,,-1
2008-2-23,10,8,8,-1,-2,-4,40,34,29,,,,2.0,2.0,2.0,9,7,,0.0,,,-1
2008-2-24,11,8,8,-0,-2,-4,44,36,29,,,,10.0,7.0,4.0,9,6,,0.0,,,-1
2008-2-25,14,11,11,-7,-10,-12,16,12,9,,,,10.0,10.0,10.0,6,4,,0.0,,,-1
2008-2-26,14,14,14,-4,-4,-5,17,16,16,,,,10.0,10.0,10.0,9,8,,0.0,,,-1
2008-2-27,19,19,18,4,1,-2,29,21,13,,,,10.0,10.0,10.0,6,4,,0.0,,,-1
2008-2-28,20,20,17,5,1,-3,32,22,11,,,,10.0,10.0,10.0,6,6,,0.0,,,-1
2008-2-29,,,,,,,,,,,,,,,,,,,,,,
