PKT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees
2004-7-1,26,22,17,16,13,6,45,43,39,,,,10.0,8.0,4.0,6,3,,0.0,,,-1
2004-7-2,23,23,22,17,16,15,64,62,59,,,,10.0,10.0,10.0,0,0,,10.0,,,-1
2004-7-3,24,19,19,17,14,11,63,56,49,,,,10.0,10.0,10.0,6,6,,2.0,,,-1
2004-7-4,25,25,23,20,19,18,77,66,55,,,,10.0,7.0,4.0,0,0,,0.0,,,-1
2004-7-5,25,16,12,20,19,18,77,72,68,,,,10.0,7.0,4.0,0,0,,0.0,,,-1
2004-7-6,23,15,15,21,17,13,87,86,86,,,,0.1,0.1,0.1,0,0,,0.0,8,,-1
2004-7-7,22,22,22,20,20,20,80,80,80,,,,10.0,10.0,10.0,6,6,,0.0,,,-1
2004-7-8,23,23,21,18,17,16,68,68,67,,,,10.0,10.0,10.0,6,6,,0.0,,,-1
2004-7-9,22,13,13,17,14,11,78,73,68,,,,10.0,10.0,10.0,6,4,,0.0,,,-1
2004-7-10,23,,22,15,15,15,59,59,59,,,,10.0,10.0,10.0,0,0,,0.0,,,-1
2004-7-11,23,,21,16,16,16,63,63,63,,,,10.0,10.0,10.0,0,0,,0.0,,,-1
2004-7-12,23,23,21,16,16,16,63,58,54,,,,10.0,10.0,10.0,4,2,,0.0,,,-1
2004-7-13,23,21,21,18,17,16,68,66,63,,,,10.0,10.0,10.0,0,0,,0.0,,,-1
2004-7-14,22,21,21,15,14,14,59,56,54,,,,10.0,10.0,10.0,6,6,,0.0,,,-1
2004-7-15,23,23,22,17,16,15,59,58,58,,,,10.0,10.0,10.0,6,6,,0.0,,,-1
2004-7-16,24,23,23,13,12,12,42,40,39,,,,10.0,10.0,10.0,0,0,,0.0,,,-1
2004-7-17,23,22,21,12,11,10,43,42,42,,,,10.0,10.0,10.0,6,6,,0.0,,,-1
2004-7-18,24,22,22,13,13,13,50,48,47,,,,10.0,10.0,10.0,6,6,,0.0,,,-1
2004-7-19,24,19,14,14,13,12,81,56,43,,,,10.0,10.0,10.0,6,1,,0.0,,,-1
2004-7-20,21,,21,12,12,12,46,46,46,,,,10.0,10.0,10.0,9,9,,0.0,,,-1
2004-7-21,25,18,14,14,11,5,46,45,43,,,,10.0,10.0,10.0,6,1,,0.0,,,-1
2004-7-22,26,,24,17,17,17,55,55,55,,,,4.0,4.0,4.0,6,6,,0.0,,,-1
2004-7-23,24,,21,16,16,16,63,63,63,,,,10.0,10.0,10.0,6,6,,0.0,,,-1
2004-7-24,,,,,,,,,,,,,,,,,,,,,,
2004-7-25,,,,,,,,,,,,,,,,,,,,,,
2004-7-26,,,,,,,,,,,,,,,,,,,,,,
2004-7-27,,,,,,,,,,,,,,,,,,,,,,
2004-7-28,,,,,,,,,,,,,,,,,,,,,,
2004-7-29,,,,,,,,,,,,,,,,,,,,,,
2004-7-30,,,,,,,,,,,,,,,,,,,,,,
2004-7-31,,,,,,,,,,,,,,,,,,,,,,
