PKT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees
2007-3-1,6,6,5,2,0,-2,64,56,47,,,,10.0,10.0,10.0,6,6,,0.0,,,-1
2007-3-2,8,8,6,0,-2,-3,56,46,35,,,,10.0,10.0,10.0,6,5,,0.0,,,-1
2007-3-3,6,6,3,1,0,1,81,68,56,,,,10.0,10.0,10.0,9,3,,0.0,8,,-1
2007-3-4,7,7,1,5,2,-2,81,78,76,,,,10.0,7.0,4.0,6,4,,11.0,8,Snow,-1
2007-3-5,9,8,8,-3,-4,-4,31,30,29,,,,10.0,10.0,10.0,6,4,,0.0,,,-1
2007-3-6,12,12,10,-2,-3,-4,32,26,21,,,,10.0,10.0,10.0,6,4,,0.0,,,-1
2007-3-7,12,12,12,-3,-8,-12,22,15,8,,,,10.0,10.0,10.0,9,6,,0.0,,,-1
2007-3-8,16,16,11,3,1,-1,45,32,20,,,,10.0,10.0,10.0,4,2,,0.0,,,-1
2007-3-9,6,6,4,2,2,1,81,72,64,,,,10.0,7.0,4.0,13,12,,2.0,8,,-1
2007-3-10,5,,4,3,3,3,90,90,90,,,,10.0,10.0,10.0,4,4,,5.0,8,,-1
2007-3-11,5,5,4,3,3,3,90,85,80,,,,10.0,10.0,10.0,9,7,,3.0,8,,-1
2007-3-12,2,,2,2,2,2,98,98,98,,,,0.1,0.1,0.1,4,4,,6.0,8,,-1
2007-3-13,6,6,4,4,4,3,91,90,90,,,,10.0,5.5,1.0,6,4,,0.5,8,,-1
2007-3-14,6,6,2,3,2,1,87,80,72,,,,10.0,10.0,10.0,0,0,,7.0,,,-1
2007-3-15,8,8,7,2,2,2,57,56,54,,,,10.0,10.0,10.0,4,1,,0.0,,,-1
2007-3-16,12,12,11,6,2,-1,63,45,27,,,,10.0,10.0,10.0,4,2,,0.0,,,-1
2007-3-17,17,17,15,8,4,1,52,36,21,,,,10.0,10.0,10.0,4,2,,0.0,,,-1
2007-3-18,14,12,12,6,6,5,58,52,46,,,,10.0,10.0,10.0,6,5,,0.0,8,,-1
2007-3-19,16,14,12,5,4,4,49,44,40,,,,10.0,10.0,10.0,18,9,,0.0,8,,-1
2007-3-20,9,7,6,7,6,6,98,94,89,,,,10.0,5.0,0.1,18,15,,49.0,8,Rain,-1
2007-3-21,6,4,4,4,4,3,100,90,80,,,,10.0,5.0,0.1,56,45,,28.0,8,,-1
2007-3-22,12,11,11,5,4,4,51,50,49,,,,10.0,10.0,10.0,9,8,,0.0,,,-1
2007-3-23,16,16,14,5,4,3,46,38,31,,,,10.0,10.0,10.0,9,8,,0.0,,,-1
2007-3-24,15,10,10,7,6,4,70,58,45,,,,10.0,10.0,10.0,6,4,,0.0,,,-1
2007-3-25,16,16,14,4,2,1,40,33,26,,,,10.0,10.0,10.0,6,6,,0.0,,,-1
2007-3-26,18,18,15,8,5,2,52,38,24,,,,10.0,10.0,10.0,6,5,,0.0,8,,-1
2007-3-27,18,,18,6,6,6,32,32,32,,,,10.0,10.0,10.0,0,0,,0.0,,,-1
2007-3-28,22,,22,3,3,3,18,18,18,,,,10.0,10.0,10.0,4,4,,0.0,,,-1
2007-3-29,25,24,21,10,8,6,38,30,22,,,,10.0,10.0,10.0,0,0,,0.0,,,-1
2007-3-30,23,,19,12,12,12,57,57,57,,,,10.0,10.0,10.0,0,0,,0.0,,,-1
2007-3-31,19,19,18,7,6,6,39,36,32,,,,10.0,10.0,10.0,18,12,,0.0,,,-1
