PKT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees
2012-7-1,31,26,22,15,12,7,43,32,22,,,,10.0,7.0,4.0,4,3,,0.0,,,-1
2012-7-2,31,26,22,14,12,8,39,30,25,,,,10.0,7.0,4.0,4,2,,0.0,,,-1
2012-7-3,30,26,22,16,15,14,54,43,32,,,,10.0,7.0,4.0,4,1,,0.0,,,-1
2012-7-4,28,24,21,19,18,15,82,59,46,,,,10.0,5.5,4.0,4,1,,1.0,,Hail-Thunderstorm,-1
2012-7-5,25,22,20,18,15,12,69,56,47,,,,10.0,7.0,4.0,7,5,,22.0,8,,-1
2012-7-6,26,22,19,19,18,17,83,73,59,,,,4.0,4.0,4.0,4,2,,3.0,,,-1
2012-7-7,24,24,19,17,16,15,72,64,55,,,,10.0,6.0,4.0,11,8,,23.0,8,,-1
2012-7-8,20,19,18,17,17,16,91,82,78,,,,10.0,4.8,0.5,7,2,,0.0,,,-1
2012-7-9,23,20,18,18,17,16,91,79,72,,,,10.0,7.0,4.0,7,2,,0.0,8,,-1
2012-7-10,24,20,17,19,17,14,78,74,71,,,,10.0,7.0,4.0,6,2,,0.0,,,-1
2012-7-11,24,21,18,17,16,15,78,68,54,,,,10.0,7.0,4.0,4,1,,13.0,,,-1
2012-7-12,23,20,18,19,17,15,82,79,77,,,,10.0,4.5,0.1,7,3,,5.0,8,,-1
2012-7-13,23,19,15,18,12,6,87,62,23,,,,10.0,7.0,4.0,7,3,,16.0,8,Rain,-1
2012-7-14,22,20,16,17,14,11,78,70,57,,,,10.0,7.0,4.0,0,0,,2.0,8,Rain-Thunderstorm,-1
2012-7-15,21,18,16,16,15,13,78,75,73,,,,10.0,4.5,0.1,4,1,,3.0,8,,-1
2012-7-16,24,20,16,18,16,14,80,70,62,,,,10.0,7.0,4.0,7,2,,2.0,,,-1
2012-7-17,26,22,18,18,16,15,90,66,48,,,,10.0,7.0,4.0,7,6,,0.0,,,-1
2012-7-18,27,24,20,17,15,13,69,52,42,,,,10.0,7.0,4.0,7,7,,0.0,,,-1
2012-7-19,26,23,20,17,12,8,62,43,31,,,,10.0,7.0,4.0,15,8,,0.0,,,-1
2012-7-20,27,24,18,16,14,12,78,59,49,,,,10.0,6.0,4.0,7,5,,2.0,,,-1
2012-7-21,25,22,18,17,15,12,68,62,55,,,,10.0,7.0,4.0,7,3,,0.0,,,-1
2012-7-22,26,22,19,18,17,16,78,65,55,,,,10.0,7.0,4.0,7,3,,0.0,,,-1
2012-7-23,26,22,19,19,17,16,78,63,48,,,,10.0,7.0,4.0,7,3,,0.0,,,-1
2012-7-24,26,23,20,19,19,17,78,68,59,,,,10.0,5.5,4.0,4,1,,0.0,,,-1
2012-7-25,26,23,20,20,16,9,88,64,37,,,,10.0,7.0,4.0,13,8,,5.0,8,,-1
2012-7-26,23,22,18,20,17,15,81,72,62,,,,10.0,7.0,4.0,4,2,,4.0,,,-1
2012-7-27,26,22,17,18,16,12,80,64,57,,,,10.0,7.0,4.0,7,2,,0.0,,,-1
2012-7-28,25,22,18,20,16,15,78,67,48,,,,10.0,4.5,0.1,7,2,,0.0,8,,-1
2012-7-29,25,22,19,20,19,16,78,76,71,,,,4.0,3.0,0.1,0,0,,0.0,8,,-1
2012-7-30,24,22,19,22,20,18,91,90,88,,,,0.1,0.1,0.1,4,2,,9.0,8,Rain,-1
2012-7-31,25,22,19,21,18,17,91,80,67,,,,4.0,1.0,0.1,4,1,,20.0,8,,-1
