PKT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees
2013-10-1,20,17,14,15,14,12,85,79,72,,,,10.0,4.5,0.1,4,1,,2.0,8,,-1
2013-10-2,21,18,14,16,14,12,90,81,72,,,,4.0,3.0,0.1,4,1,,0.0,8,,-1
2013-10-3,20,18,15,16,14,12,90,85,74,,,,4.0,2.0,0.1,4,3,,0.0,8,,-1
2013-10-4,20,18,16,17,16,14,92,89,86,,,,4.0,1.0,0.1,7,4,,0.0,8,,-1
2013-10-5,20,18,16,18,17,15,95,90,83,,,,0.1,0.1,0.1,7,2,,0.0,8,,-1
2013-10-6,21,18,16,18,16,15,92,85,73,,,,4.0,3.0,0.2,7,4,,0.0,8,,-1
2013-10-7,21,18,16,17,16,15,92,83,78,,,,10.0,5.5,4.0,4,3,,0.0,,,-1
2013-10-8,21,18,16,18,16,14,86,79,74,,,,10.0,5.5,4.0,4,1,,0.0,,,-1
2013-10-9,22,19,16,17,15,13,78,73,68,,,,4.0,4.0,4.0,0,0,,0.0,,,-1
2013-10-10,21,18,16,17,15,13,83,79,69,,,,4.0,3.0,0.1,4,1,,0.0,8,,-1
2013-10-11,22,19,16,15,14,13,82,68,50,,,,4.0,4.0,4.0,0,0,,0.0,,,-1
2013-10-12,18,17,14,11,10,8,58,57,57,,,,10.0,7.0,4.0,4,4,,0.0,8,,-1
2013-10-13,17,15,13,9,8,7,62,56,49,,,,10.0,7.0,4.0,13,7,,0.0,,,-1
2013-10-14,21,16,12,12,9,6,63,55,46,,,,10.0,7.0,4.0,7,4,,0.0,,,-1
2013-10-15,22,18,14,14,11,6,69,57,46,,,,10.0,7.0,4.0,7,6,,0.0,,,-1
2013-10-16,21,18,14,11,10,9,68,57,42,,,,4.0,4.0,4.0,4,2,,0.0,,,-1
2013-10-17,13,12,12,8,6,4,64,58,47,,,,10.0,6.0,4.0,7,5,,3.0,,,-1
2013-10-18,20,15,10,12,6,3,63,52,41,,,,10.0,6.0,4.0,7,5,,0.0,,,-1
2013-10-19,22,18,14,11,8,2,63,49,32,,,,10.0,7.0,4.0,7,5,,0.0,,,-1
2013-10-20,21,18,12,11,4,-1,68,39,23,,,,10.0,7.0,4.0,7,6,,0.0,,,-1
2013-10-21,21,18,12,11,9,7,68,64,61,,,,10.0,7.0,4.0,4,1,,0.0,,,-1
2013-10-22,18,15,12,12,9,6,74,65,58,,,,10.0,6.4,4.0,7,4,,0.0,,,-1
2013-10-23,19,16,12,12,9,7,77,63,53,,,,10.0,7.0,4.0,7,2,,0.0,,,-1
2013-10-24,19,15,11,11,8,3,77,58,39,,,,10.0,7.0,4.0,7,3,,0.0,,,-1
2013-10-25,20,16,12,8,5,2,57,43,34,,,,10.0,7.0,4.0,4,1,,0.0,,,-1
2013-10-26,19,15,11,10,7,3,63,51,39,,,,10.0,7.0,4.0,4,1,,0.0,,,-1
2013-10-27,17,14,10,8,6,4,69,56,41,,,,10.0,7.0,4.0,7,3,,0.0,,,-1
2013-10-28,18,14,9,6,-1,-9,49,30,12,,,,10.0,7.0,4.0,15,9,,0.0,,,-1
2013-10-29,18,14,10,7,4,1,57,49,39,,,,10.0,6.0,4.0,4,1,,0.0,,,-1
2013-10-30,16,12,6,6,4,3,81,58,39,,,,10.0,7.0,4.0,7,5,,0.0,8,,-1
2013-10-31,15,10,6,7,5,2,70,63,42,,,,10.0,5.2,4.0,7,5,,0.0,,,-1
