PKT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees
2012-12-1,13,11,8,-3,-8,-14,31,19,10,,,,10.0,8.0,4.0,7,5,,0.0,,,-1
2012-12-2,15,10,6,-5,-8,-10,26,18,9,,,,10.0,7.0,4.0,4,3,,0.0,,,-1
2012-12-3,16,11,6,-6,-7,-8,23,18,13,,,,10.0,7.0,4.0,7,3,,0.0,,,-1
2012-12-4,18,12,7,-4,-7,-13,31,19,6,,,,10.0,7.0,4.0,11,3,,0.0,,,-1
2012-12-5,16,12,8,-4,-5,-6,29,23,16,,,,10.0,6.0,4.0,7,4,,0.0,,,-1
2012-12-6,16,12,8,-3,-5,-7,24,22,20,,,,10.0,7.0,4.0,0,0,,0.0,,,-1
2012-12-7,16,12,7,-2,-6,-10,26,20,11,,,,10.0,7.0,4.0,4,1,,0.0,,,-1
2012-12-8,16,12,9,-1,-2,-3,34,32,31,,,,10.0,6.0,4.0,15,10,,0.0,,,-1
2012-12-9,15,12,10,0,-3,-5,38,27,16,,,,10.0,8.0,4.0,11,8,,0.0,,,-1
2012-12-10,12,10,6,-1,-3,-8,49,36,20,,,,10.0,7.0,4.0,7,2,,0.0,,,-1
2012-12-11,7,6,2,2,0,-2,81,65,49,,,,10.0,7.0,4.0,11,7,,0.0,,,-1
2012-12-12,8,4,1,3,1,-2,80,74,64,,,,10.0,7.0,4.0,4,4,,0.0,,,-1
2012-12-13,3,2,-1,-0,-1,-2,88,82,70,,,,10.0,3.4,0.1,13,8,,15.0,8,Snow,-1
2012-12-14,-1,-2,-2,-2,-4,-5,88,79,75,,,,0.1,0.1,0.1,4,2,,38.0,8,Snow,-1
2012-12-15,7,2,-2,2,-0,-4,99,91,84,,,,10.0,2.5,0.1,7,3,,3.0,8,,-1
2012-12-16,6,2,-1,2,1,-2,88,77,72,,,,10.0,8.0,4.0,4,4,,0.0,,,-1
2012-12-17,9,4,-1,-3,-4,-5,76,43,26,,,,10.0,7.0,4.0,4,3,,0.0,8,,-1
2012-12-18,7,2,-1,3,0,-2,88,80,71,,,,10.0,8.0,4.0,4,3,,1.0,8,,-1
2012-12-19,10,8,4,-2,-4,-7,42,33,27,,,,10.0,8.0,4.0,4,3,,0.0,,,-1
2012-12-20,12,1,1,-3,-4,-4,66,48,29,,,,10.0,7.0,4.0,0,0,,0.0,,,-1
2012-12-21,14,8,2,-3,-5,-6,57,33,17,,,,10.0,7.0,4.0,7,6,,0.0,,,-1
2012-12-22,15,9,3,-4,-8,-10,52,25,11,,,,10.0,6.0,4.0,7,2,,0.0,,,-1
2012-12-23,15,12,6,-2,-4,-6,32,26,18,,,,10.0,8.0,4.0,7,4,,0.0,,,-1
2012-12-24,11,8,5,-0,-2,-6,49,38,33,,,,10.0,8.0,4.0,7,3,,0.0,,,-1
2012-12-25,13,10,6,-1,-4,-6,41,30,25,,,,10.0,7.0,4.0,15,10,,0.0,,,-1
2012-12-26,13,10,7,-1,-4,-8,31,25,18,,,,10.0,7.0,4.0,7,5,,0.0,,,-1
2012-12-27,8,7,5,-1,-3,-7,55,40,24,,,,10.0,7.0,4.0,11,8,,0.0,8,,-1
2012-12-28,0,0,-2,0,-2,-3,100,88,76,,,,2.0,0.5,0.1,18,11,,50.0,8,Snow,-1
2012-12-29,3,0,-3,-0,-2,-6,76,74,70,,,,10.0,7.0,4.0,18,12,,3.0,8,,-1
2012-12-30,9,9,4,0,-2,-4,46,44,42,,,,10.0,7.0,4.0,11,6,,0.0,,,-1
2012-12-31,13,8,2,0,-4,-7,57,39,21,,,,10.0,7.0,4.0,7,5,,0.0,,,-1
