PKT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees
2012-9-1,22,20,17,20,18,16,95,91,88,,,,4.0,1.0,0.1,0,0,,0.0,8,,-1
2012-9-2,22,20,18,18,17,16,91,85,77,,,,10.0,3.5,0.1,4,1,,0.0,8,,-1
2012-9-3,22,20,18,18,17,16,90,88,83,,,,10.0,3.5,0.1,4,1,,8.0,8,,-1
2012-9-4,20,18,16,18,16,15,89,84,78,,,,10.0,4.5,0.1,4,1,,38.0,8,,-1
2012-9-5,18,17,16,16,15,14,99,92,86,,,,4.0,1.0,0.1,7,4,,42.0,8,Rain,-1
2012-9-6,20,18,16,17,15,14,86,81,69,,,,10.0,7.0,4.0,7,5,,29.0,8,,-1
2012-9-7,19,17,15,16,14,13,87,77,62,,,,10.0,7.0,4.0,4,2,,5.0,8,Rain,-1
2012-9-8,21,20,17,16,15,13,90,76,67,,,,10.0,7.0,4.0,4,2,,25.0,8,,-1
2012-9-9,18,17,16,15,15,14,86,82,74,,,,10.0,7.0,4.0,7,3,,10.0,8,,-1
2012-9-10,21,18,16,16,14,12,86,75,64,,,,10.0,7.0,4.0,7,4,,3.0,8,,-1
2012-9-11,23,20,16,18,16,12,83,74,69,,,,10.0,7.0,4.0,4,1,,0.0,,,-1
2012-9-12,22,19,16,20,16,12,88,79,74,,,,4.0,1.0,0.1,4,3,,0.0,8,,-1
2012-9-13,23,20,16,21,18,13,89,84,74,,,,4.0,1.0,0.1,7,2,,0.0,8,,-1
2012-9-14,22,19,16,18,15,11,89,75,63,,,,4.0,3.0,0.1,11,5,,1.0,8,Thunderstorm,-1
2012-9-15,24,20,16,18,17,15,92,83,62,,,,10.0,4.5,0.1,7,2,,0.0,8,,-1
2012-9-16,22,20,16,17,14,12,85,73,58,,,,10.0,4.5,0.1,4,1,,0.0,8,,-1
2012-9-17,16,15,13,15,13,10,100,89,74,,,,4.0,1.0,0.1,11,5,,97.0,8,Rain,-1
2012-9-18,20,16,13,15,11,8,85,67,57,,,,10.0,4.5,0.1,11,8,,0.0,8,,-1
2012-9-19,22,18,14,16,12,7,73,58,51,,,,10.0,7.0,4.0,7,4,,0.0,,,-1
2012-9-20,24,20,16,14,11,5,67,50,38,,,,10.0,8.0,4.0,7,5,,0.0,,,-1
2012-9-21,23,19,15,14,9,0,67,46,25,,,,10.0,7.0,4.0,7,4,,0.0,,,-1
2012-9-22,22,18,14,16,13,7,83,69,52,,,,10.0,7.0,4.0,11,6,,0.0,,,-1
2012-9-23,22,18,14,14,9,4,67,48,36,,,,10.0,7.0,4.0,7,5,,0.0,,,-1
2012-9-24,23,18,14,15,11,7,80,62,43,,,,10.0,7.0,4.0,7,3,,0.0,,,-1
2012-9-25,22,18,14,14,12,7,80,62,51,,,,10.0,7.0,4.0,11,5,,0.0,,,-1
2012-9-26,22,20,16,11,9,7,48,43,33,,,,10.0,8.0,4.0,7,4,,0.0,,,-1
2012-9-27,23,18,14,12,9,5,63,50,39,,,,10.0,7.0,4.0,4,3,,0.0,,,-1
2012-9-28,25,20,14,12,10,7,63,49,28,,,,10.0,7.0,4.0,4,2,,0.0,,,-1
2012-9-29,25,20,14,12,9,5,62,46,27,,,,10.0,7.0,4.0,11,3,,0.0,,,-1
2012-9-30,24,20,15,12,8,3,57,40,27,,,,10.0,7.0,4.0,7,4,,0.0,,,-1
