PKT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees
2008-11-1,20,17,12,3,-0,-7,36,25,12,,,,10.0,7.0,4.0,6,3,,0.0,,,-1
2008-11-2,21,17,12,4,2,-1,47,31,25,,,,10.0,7.0,4.0,6,1,,0.0,,,-1
2008-11-3,17,14,12,3,1,-2,36,28,22,,,,10.0,7.0,4.0,9,3,,0.0,,,-1
2008-11-4,17,14,12,1,-4,-10,27,18,8,,,,10.0,7.0,4.0,13,9,,0.0,,,-1
2008-11-5,20,17,12,3,-2,-11,33,22,7,,,,10.0,7.0,4.0,170,78,,0.0,,,-1
2008-11-6,21,18,14,7,0,-10,43,26,9,,,,10.0,7.0,4.0,9,6,,0.0,,,-1
2008-11-7,19,17,15,1,-1,-3,20,18,16,,,,10.0,7.0,4.0,9,7,,0.0,,,-1
2008-11-8,22,19,14,7,2,1,31,25,21,,,,10.0,7.0,4.0,6,5,,0.0,,,-1
2008-11-9,14,,14,2,2,2,32,32,32,,,,4.0,4.0,4.0,6,6,,0.0,,,-1
2008-11-10,21,18,14,4,2,-1,30,25,19,,,,10.0,7.0,4.0,6,3,,0.0,,,-1
2008-11-11,17,16,11,5,3,-0,45,34,22,,,,10.0,7.0,4.0,6,1,,0.0,,,-1
2008-11-12,16,12,9,5,3,2,56,44,35,,,,4.0,4.0,4.0,9,4,,0.0,8,,-1
2008-11-13,7,5,3,3,2,1,92,77,65,,,,4.0,3.5,2.0,15,12,,27.0,8,Rain-Thunderstorm,-1
2008-11-14,8,6,3,5,4,2,87,78,69,,,,4.0,3.5,2.0,9,4,,0.0,8,,-1
2008-11-15,11,8,4,3,1,-1,91,54,33,,,,10.0,7.0,4.0,6,3,,0.0,,,-1
2008-11-16,13,10,7,3,1,-1,54,45,39,,,,10.0,5.5,4.0,9,5,,0.0,,,-1
2008-11-17,13,10,7,4,2,0,57,49,43,,,,10.0,5.5,4.0,9,7,,0.0,,,-1
2008-11-18,14,11,8,-2,-6,-8,38,22,11,,,,10.0,7.0,4.0,9,6,,0.0,,,-1
2008-11-19,12,9,5,-1,-2,-3,55,41,24,,,,10.0,7.0,4.0,6,2,,0.0,,,-1
2008-11-20,8,5,2,-0,-2,-3,61,53,44,,,,10.0,7.0,4.0,9,5,,0.0,8,Thunderstorm,-1
2008-11-21,15,10,4,-1,-4,-9,41,29,19,,,,10.0,7.0,4.0,6,3,,0.0,,,-1
2008-11-22,15,12,9,2,-4,-11,40,25,12,,,,10.0,7.0,4.0,6,2,,0.0,,,-1
2008-11-23,17,14,10,1,-5,-13,29,18,8,,,,10.0,7.0,4.0,4,2,,0.0,,,-1
2008-11-24,14,12,10,10,-2,-10,99,39,9,,,,10.0,7.0,4.0,6,4,,0.0,,,-1
2008-11-25,16,13,10,3,-2,-7,39,25,16,,,,10.0,7.0,4.0,6,2,,0.0,,,-1
2008-11-26,16,13,10,5,-1,-5,50,31,23,,,,10.0,7.0,4.0,0,0,,0.0,,,-1
2008-11-27,14,12,10,6,-2,-7,50,31,16,,,,10.0,6.0,4.0,0,0,,0.0,,,-1
2008-11-28,18,14,10,-5,-7,-11,14,12,8,,,,10.0,7.0,4.0,6,1,,0.0,,,-1
2008-11-29,19,16,13,-5,-11,-16,14,8,4,,,,10.0,7.0,4.0,9,6,,0.0,,,-1
2008-11-30,20,17,14,-3,-11,-16,11,7,4,,,,10.0,7.0,4.0,9,7,,0.0,,,-1
