PKT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees
2014-7-1,20,18,17,18,16,14,96,85,72,,,,4.0,2.4,0.1,0,0,,6.0,8,,-1
2014-7-2,22,20,16,18,16,13,92,79,67,,,,10.0,5.8,0.1,11,3,,41.0,8,Hail-Thunderstorm,-1
2014-7-3,20,18,15,18,16,14,92,85,78,,,,10.0,7.0,4.0,7,4,,31.0,8,Hail-Thunderstorm,-1
2014-7-4,30,22,13,16,14,10,81,57,28,,,,10.0,7.0,4.0,7,5,,12.0,,,-1
2014-7-5,24,20,15,18,15,12,72,61,49,,,,10.0,7.0,4.0,7,3,,0.0,,,-1
2014-7-6,24,21,18,19,14,11,63,54,45,,,,10.0,7.0,4.0,7,5,,0.0,,,-1
2014-7-7,26,22,17,16,11,5,48,40,24,,,,10.0,7.0,4.0,7,4,,0.0,,,-1
2014-7-8,27,22,18,16,12,5,68,43,27,,,,10.0,7.0,4.0,15,3,,0.0,,,-1
2014-7-9,27,22,18,16,14,8,72,45,31,,,,10.0,7.0,4.0,11,5,,0.0,8,Thunderstorm,-1
2014-7-10,26,23,20,19,16,12,68,57,45,,,,10.0,6.6,4.0,4,2,,0.0,,,-1
2014-7-11,27,23,19,19,18,15,73,62,55,,,,10.0,7.0,4.0,4,2,,0.0,,,-1
2014-7-12,26,22,19,19,18,16,68,63,55,,,,10.0,7.4,4.0,4,1,,0.0,,,-1
2014-7-13,27,23,19,19,18,16,76,62,48,,,,10.0,7.4,4.0,4,2,,0.0,,,-1
2014-7-14,26,21,16,20,17,14,72,66,55,,,,10.0,7.4,4.0,4,2,,14.0,,,-1
2014-7-15,24,20,17,21,19,16,88,80,68,,,,10.0,6.3,2.0,4,1,,8.0,8,,-1
2014-7-16,22,18,15,19,17,14,88,79,66,,,,10.0,6.5,0.1,11,2,,27.0,8,Rain-Thunderstorm,-1
2014-7-17,21,17,13,17,15,12,96,75,63,,,,10.0,5.8,0.1,7,1,,20.0,8,Rain,-1
2014-7-18,30,22,15,20,17,14,88,70,38,,,,10.0,5.8,0.1,4,1,,0.0,8,,-1
2014-7-19,23,20,16,16,14,7,92,67,47,,,,10.0,6.5,0.1,18,4,,2.0,8,,-1
2014-7-20,24,20,15,19,17,14,89,74,63,,,,10.0,7.0,4.0,7,2,,0.0,,,-1
2014-7-21,25,21,17,21,18,16,90,83,71,,,,10.0,6.0,0.1,4,0,,0.0,8,,-1
2014-7-22,25,22,18,22,20,18,97,90,80,,,,4.0,0.6,0.1,4,1,,7.0,8,,-1
2014-7-23,24,22,19,22,21,20,97,93,91,,,,0.1,0.1,0.1,0,0,,14.0,8,,-1
2014-7-24,21,20,18,20,19,18,95,94,94,,,,0.1,0.1,0.1,4,1,,58.0,8,Rain-Thunderstorm,-1
2014-7-25,19,18,17,18,18,17,96,95,95,,,,0.1,0.1,0.1,0,0,,7.0,8,Rain,-1
2014-7-26,20,19,18,19,18,17,96,95,95,,,,0.1,0.1,0.1,0,0,,1.0,8,,-1
2014-7-27,22,19,16,20,18,17,96,93,85,,,,0.1,0.1,0.1,4,1,,3.0,8,,-1
2014-7-28,22,20,17,19,17,15,100,90,80,,,,4.0,1.0,0.1,4,2,,26.0,8,Rain,-1
2014-7-29,20,18,16,19,17,14,96,91,79,,,,4.0,1.7,0.1,4,1,,5.0,8,,-1
2014-7-30,22,19,16,20,18,14,94,87,82,,,,10.0,3.0,0.1,4,1,,0.0,8,,-1
2014-7-31,22,20,17,20,19,16,96,92,88,,,,4.0,1.0,0.1,0,0,,0.0,8,,-1
