PKT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees
2013-6-1,27,24,20,12,10,6,42,33,27,,,,10.0,7.0,4.0,4,1,,0.0,,,-1
2013-6-2,26,22,18,17,13,9,54,49,44,,,,10.0,7.0,4.0,7,3,,5.0,,,-1
2013-6-3,25,20,14,16,14,12,81,59,46,,,,10.0,7.0,4.0,7,5,,3.0,8,Rain,-1
2013-6-4,27,22,18,14,11,9,48,38,31,,,,10.0,7.0,4.0,4,2,,0.0,,,-1
2013-6-5,29,24,20,14,11,8,34,33,31,,,,10.0,7.0,4.0,7,2,,0.0,,,-1
2013-6-6,28,24,20,12,9,7,34,27,24,,,,10.0,7.0,4.0,4,2,,0.0,,,-1
2013-6-7,27,24,20,13,9,5,31,27,20,,,,10.0,7.0,4.0,4,1,,0.0,,,-1
2013-6-8,29,24,20,12,10,7,31,28,26,,,,10.0,8.0,4.0,4,1,,0.0,,,-1
2013-6-9,30,26,22,16,11,4,36,30,21,,,,10.0,7.0,4.0,7,5,,0.0,,,-1
2013-6-10,30,26,22,17,13,5,42,33,22,,,,4.0,4.0,4.0,7,2,,0.0,,,-1
2013-6-11,30,24,19,16,13,8,78,49,29,,,,10.0,5.0,2.0,11,3,,63.0,8,Rain-Thunderstorm,-1
2013-6-12,21,19,17,16,16,15,85,81,78,,,,10.0,6.2,1.0,4,2,,41.0,8,Rain,-1
2013-6-13,24,22,15,18,16,12,89,79,68,,,,10.0,4.7,0.1,7,3,,7.0,8,Rain,-1
2013-6-14,18,14,14,12,12,11,87,70,54,,,,10.0,7.0,4.0,0,0,,1.0,,,-1
2013-6-15,14,,14,12,12,12,80,80,80,,,,4.0,4.0,4.0,7,7,,24.0,,,-1
2013-6-16,21,16,10,14,11,8,84,64,38,,,,10.0,7.0,4.0,15,8,,7.0,,Rain,-1
2013-6-17,20,15,10,14,11,7,84,70,51,,,,10.0,7.0,4.0,18,6,,23.0,8,Rain,-1
2013-6-18,21,20,16,12,11,11,58,52,45,,,,10.0,8.0,4.0,4,3,,0.0,,,-1
2013-6-19,24,20,16,14,12,8,52,49,48,,,,10.0,7.0,4.0,11,5,,0.0,,,-1
2013-6-20,26,22,18,14,12,11,57,46,38,,,,10.0,7.0,4.0,11,8,,0.0,,,-1
2013-6-21,27,23,19,18,15,11,55,49,46,,,,10.0,7.0,4.0,7,4,,0.0,,,-1
2013-6-22,27,26,22,20,19,18,68,59,52,,,,10.0,8.0,4.0,4,3,,0.0,,,-1
2013-6-23,26,23,20,20,18,15,68,66,63,,,,4.0,4.0,4.0,4,3,,0.0,,,-1
2013-6-24,26,23,20,20,19,17,78,71,67,,,,4.0,4.0,4.0,4,1,,0.0,,,-1
2013-6-25,25,22,20,20,19,17,78,75,67,,,,4.0,3.5,2.0,4,1,,0.0,8,,-1
2013-6-26,23,22,20,20,19,18,88,85,77,,,,2.0,0.5,0.1,0,0,,0.0,8,,-1
2013-6-27,23,22,18,16,15,15,73,65,54,,,,10.0,8.0,4.0,4,2,,10.0,,,-1
2013-6-28,24,20,17,20,19,16,92,81,71,,,,10.0,8.0,4.0,7,5,,2.0,8,Thunderstorm,-1
2013-6-29,23,20,16,16,11,8,78,53,29,,,,10.0,7.0,4.0,17,9,,25.0,8,,-1
2013-6-30,24,21,18,20,18,15,80,78,76,,,,10.0,7.0,4.0,4,1,,0.0,,,-1
