PKT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees
2012-2-1,9,6,3,-4,-5,-7,36,34,31,,,,10.0,7.0,4.0,11,8,,0.0,,,-1
2012-2-2,12,8,5,0,-4,-7,47,34,24,,,,10.0,7.0,4.0,18,12,,0.0,8,,-1
2012-2-3,2,1,-2,0,-3,-6,100,71,33,,,,4.0,2.0,0.1,11,4,,13.0,8,Snow,-1
2012-2-4,0,-0,-2,-4,-4,-5,76,74,71,,,,0.1,0.1,0.1,7,5,,48.0,8,Snow,-1
2012-2-5,3,0,-3,-0,-3,-6,87,77,70,,,,10.0,6.0,0.1,4,1,,15.0,8,Snow,-1
2012-2-6,5,2,-2,-0,-2,-5,88,72,61,,,,10.0,7.0,4.0,7,3,,0.0,8,,-1
2012-2-7,5,2,-2,-2,-3,-4,88,65,47,,,,10.0,7.0,4.0,4,1,,0.0,,,-1
2012-2-8,6,2,-2,0,-2,-4,89,72,56,,,,10.0,7.0,4.0,4,3,,0.0,,,-1
2012-2-9,7,3,-2,0,-2,-4,94,72,49,,,,10.0,7.0,4.0,4,4,,0.0,,,-1
2012-2-10,8,4,-1,-2,-3,-4,76,57,38,,,,10.0,7.0,4.0,0,0,,0.0,,,-1
2012-2-11,8,4,-1,-1,-2,-4,88,62,38,,,,10.0,7.0,4.0,4,3,,0.0,8,,-1
2012-2-12,0,-1,-3,-0,-3,-6,100,87,70,,,,10.0,4.5,0.1,4,1,,6.0,8,Snow,-1
2012-2-13,0,-2,-3,-3,-5,-6,88,76,70,,,,4.0,1.4,0.1,7,5,,15.0,8,Snow,-1
2012-2-14,3,-0,-4,-2,-4,-7,75,67,57,,,,10.0,7.0,4.0,4,3,,0.0,,,-1
2012-2-15,6,2,-2,1,-2,-5,81,71,55,,,,10.0,7.0,4.0,4,3,,0.0,,,-1
2012-2-16,5,2,-2,1,-2,-5,81,71,62,,,,10.0,7.0,4.0,4,1,,0.0,,,-1
2012-2-17,6,2,-2,-2,-3,-5,89,64,48,,,,10.0,6.0,4.0,0,0,,0.0,8,,-1
2012-2-18,6,2,-1,-0,-2,-6,88,63,33,,,,10.0,7.0,4.0,11,9,,0.0,8,,-1
2012-2-19,8,0,0,-1,-2,-2,88,64,40,,,,10.0,7.0,4.0,7,2,,0.0,8,,-1
2012-2-20,6,5,4,3,2,1,91,81,72,,,,10.0,4.5,0.1,11,8,,3.0,8,Rain,-1
2012-2-21,9,6,4,3,2,0,91,74,61,,,,10.0,6.0,0.0,4,4,,0.3,8,,-1
2012-2-22,5,3,1,-0,-2,-4,87,67,53,,,,10.0,6.0,0.1,7,2,,3.0,8,Snow,-1
2012-2-23,6,3,-1,-4,-5,-7,76,53,28,,,,10.0,7.0,4.0,4,3,,0.0,,,-1
2012-2-24,7,3,-1,1,-3,-5,76,58,44,,,,10.0,7.0,4.0,4,2,,0.0,,,-1
2012-2-25,8,4,0,-3,-6,-8,65,42,27,,,,10.0,7.0,4.0,7,4,,0.0,,,-1
2012-2-26,7,1,1,-3,-5,-7,42,40,37,,,,10.0,7.0,4.0,7,5,,0.0,8,,-1
2012-2-27,12,8,5,1,-1,-2,51,41,26,,,,10.0,8.0,4.0,15,11,,0.0,8,,-1
2012-2-28,12,8,4,2,-1,-4,49,42,31,,,,10.0,7.0,4.0,7,4,,0.0,,,-1
2012-2-29,13,9,5,2,-2,-5,47,36,26,,,,10.0,7.0,4.0,174,42,,0.0,,,-1
