PKT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees
2006-7-1,25,24,22,15,14,14,51,49,47,,,,10.0,10.0,10.0,6,6,,0.0,,,-1
2006-7-2,26,22,21,18,17,16,68,63,59,,,,17.0,12.3,10.0,6,1,,0.0,,,-1
2006-7-3,24,18,12,17,13,9,80,62,40,,,,10.0,7.3,2.0,13,8,,21.0,8,Rain-Thunderstorm,-1
2006-7-4,25,24,22,20,16,12,67,66,66,,,,10.0,10.0,10.0,167,92,,0.0,,,-1
2006-7-5,24,22,20,19,17,16,76,72,68,,,,10.0,8.0,4.0,6,1,,3.0,,,-1
2006-7-6,24,15,15,21,16,11,86,77,68,,,,10.0,3.4,0.0,6,4,,0.0,8,,-1
2006-7-7,25,20,16,22,19,14,91,87,85,,,,4.0,3.0,1.0,6,1,,0.0,,,-1
2006-7-8,26,20,16,22,19,14,86,82,80,,,,4.0,2.7,0.1,0,0,,0.0,,,-1
2006-7-9,26,18,18,22,19,16,96,93,90,,,,0.0,0.0,0.0,0,0,,1.0,8,,-1
2006-7-10,22,18,17,20,18,15,88,87,85,,,,4.0,1.4,0.1,0,0,,0.0,8,,-1
2006-7-11,23,19,18,20,19,17,94,91,88,,,,0.0,0.0,0.0,0,0,,0.0,8,,-1
2006-7-12,40,18,15,19,17,14,93,65,20,,,,10.0,4.7,0.1,6,1,,2.0,8,,-1
2006-7-13,23,16,13,17,15,13,100,89,78,,,,10.0,6.7,0.1,6,1,,11.0,8,Rain,-1
2006-7-14,22,17,14,17,14,11,89,75,63,,,,10.0,10.0,10.0,6,1,,4.0,,,-1
2006-7-15,25,19,14,14,12,11,74,53,37,,,,10.0,10.0,10.0,0,0,,0.0,,,-1
2006-7-16,25,20,16,17,14,9,62,55,51,,,,10.0,10.0,10.0,6,4,,0.0,,,-1
2006-7-17,25,,24,19,19,19,71,71,71,,,,10.0,10.0,10.0,6,2,,0.0,,,-1
2006-7-18,25,21,18,20,18,16,86,77,62,,,,10.0,7.3,2.0,0,0,,0.0,,,-1
2006-7-19,24,24,24,21,21,21,86,81,76,,,,4.0,2.1,0.2,4,2,,2.0,8,Thunderstorm,-1
2006-7-20,23,18,17,19,17,16,98,86,78,,,,10.0,6.8,0.5,18,10,,36.0,8,Rain,-1
2006-7-21,22,,22,20,20,20,88,88,88,,,,1.0,0.6,0.2,0,0,,3.0,8,,-1
2006-7-22,23,20,18,20,19,17,89,85,83,,,,4.0,1.5,0.2,4,1,,0.0,8,,-1
2006-7-23,23,20,20,22,20,19,97,95,94,,,,0.0,0.1,0.0,7,1,,0.0,8,,-1
2006-7-24,20,18,18,19,18,18,100,98,95,,,,2.0,1.1,0.2,0,0,,83.0,8,Rain-Thunderstorm,-1
2006-7-25,21,20,19,20,20,19,100,100,100,,,,0.1,0.0,0.1,0,0,,9.0,8,Rain,-1
2006-7-26,21,20,20,20,20,19,100,97,94,,,,0.0,0.0,0.0,4,1,,0.0,8,,-1
2006-7-27,19,18,18,18,16,11,100,83,54,,,,0.0,0.0,0.0,7,5,,9.0,8,Rain,-1
2006-7-28,20,18,18,18,18,18,100,98,95,,,,2.0,1.0,0.1,4,1,,2.0,8,Rain,-1
2006-7-29,18,,18,17,17,17,96,96,96,,,,0.1,0.1,0.1,6,6,,0.0,8,,-1
2006-7-30,25,22,18,18,16,14,74,63,55,,,,10.0,8.0,4.0,9,9,,0.0,,,-1
2006-7-31,23,20,18,19,17,14,94,78,69,,,,10.0,4.7,0.1,15,9,,11.0,8,,-1
