PKT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees
2007-2-1,19,19,15,10,10,9,57,50,44,,,,10.0,10.0,10.0,0,0,,0.0,,,-1
2007-2-2,13,13,11,7,6,6,70,62,54,,,,10.0,10.0,10.0,4,1,,0.0,,,-1
2007-2-3,14,14,10,8,8,7,76,66,57,,,,10.0,7.0,4.0,4,2,,0.0,8,,-1
2007-2-4,9,,9,7,7,7,84,84,84,,,,10.0,10.0,10.0,4,4,,0.0,,,-1
2007-2-5,12,12,9,8,8,7,84,76,67,,,,10.0,10.0,10.0,4,2,,0.0,8,,-1
2007-2-6,10,8,6,4,4,4,81,76,72,,,,10.0,10.0,10.0,0,0,,2.0,,Rain,-1
2007-2-7,10,10,8,6,4,3,76,64,51,,,,10.0,10.0,10.0,6,4,,0.0,,,-1
2007-2-8,11,11,8,4,2,0,69,52,34,,,,10.0,10.0,10.0,6,4,,0.0,,,-1
2007-2-9,9,9,4,3,1,-1,91,64,36,,,,10.0,7.0,4.0,13,13,,1.0,8,Rain,-1
2007-2-10,4,4,2,1,2,1,92,86,81,,,,4.0,4.0,4.0,30,21,,0.6,8,Rain,-1
2007-2-11,2,2,0,1,0,0,100,96,92,,,,0.1,0.0,0.1,17,15,,20.0,8,Rain-Snow,-1
2007-2-12,2,1,1,2,2,1,99,98,98,,,,0.0,0.0,0.0,9,9,,9.0,8,Rain-Snow,-1
2007-2-13,4,2,2,1,0,0,87,84,81,,,,10.0,5.0,0.1,6,4,,3.0,8,Rain,-1
2007-2-14,2,2,2,2,2,2,98,98,98,,,,0.0,0.0,0.0,0,0,,0.0,8,,-1
2007-2-15,4,,4,-0,0,-0,63,63,63,,,,10.0,10.0,10.0,0,0,,0.0,,,-1
2007-2-16,6,6,3,2,2,1,81,72,64,,,,10.0,10.0,10.0,4,2,,0.0,,,-1
2007-2-17,6,,6,2,2,2,72,72,72,,,,10.0,10.0,10.0,0,0,,0.0,,,-1
2007-2-18,4,4,0,-1,-2,-4,88,67,46,,,,10.0,5.0,0.0,9,3,,5.0,8,Snow,-1
2007-2-19,6,,6,-0,0,-0,49,49,49,,,,10.0,10.0,10.0,4,4,,0.0,,,-1
2007-2-20,8,8,8,1,-4,-8,51,34,18,,,,10.0,10.0,10.0,4,2,,0.0,8,,-1
2007-2-21,4,3,3,4,4,3,100,100,100,,,,0.0,0.0,0.0,6,4,,10.0,8,Rain,-1
2007-2-22,9,2,-1,3,-0,-4,55,50,46,,,,10.0,10.0,10.0,0,0,,0.0,,,-1
2007-2-23,12,10,10,4,-3,-10,47,29,11,,,,10.0,10.0,10.0,18,12,,0.0,,,-1
2007-2-24,14,14,10,2,0,-2,49,36,22,,,,10.0,10.0,10.0,4,2,,0.0,,,-1
2007-2-25,10,10,8,2,2,1,51,48,44,,,,10.0,10.0,10.0,4,2,,0.0,,,-1
2007-2-26,10,10,7,4,3,2,72,58,44,,,,10.0,5.5,1.0,4,2,,0.0,8,,-1
2007-2-27,3,,3,3,3,3,100,100,100,,,,0.1,0.1,0.1,0,0,,13.0,8,Rain,-1
2007-2-28,6,6,5,4,4,4,91,86,81,,,,10.0,5.0,0.1,9,3,,0.0,8,,-1
